2;1598000135;1598001337
2;1598001613;1598002814
2;1598003090;1598004291
2;1598004565;1598005767
2;1598006050;1598007252
2;1598007531;1598008732
2;1598009012;1598010213
2;1598010493;1598011695
2;1598011973;1598013174
2;1598013450;1598014652
2;1598014930;1598016132
2;1598016412;1598017614
2;1598017896;1598019097
2;1598019370;1598020571
2;1598020849;1598022051
2;1598022332;1598023533
2;1598023811;1598025012
2;1598025293;1598026494
2;1598026770;1598027972
2;1598028251;1598029452
2;1598029736;1598030938
2;1598031220;1598032421
2;1598032698;1598033900
2;1598034176;1598035378
2;1598035653;1598036855
2;1598037142;1598038343
2;1598038624;1598039825
2;1598040105;1598041306
2;1598041586;1598042788
2;1598043072;1598044274
2;1598044554;1598045755
2;1598046034;1598047236
2;1598047517;1598048718
2;1598049001;1598050203
2;1598050482;1598051684
2;1598051956;1598053158
2;1598053436;1598054637
2;1598054918;1598056120
2;1598056394;1598057596
2;1598057876;1598059077
2;1598059355;1598060556
2;1598060835;1598062037
2;1598062311;1598063512
2;1598063794;1598064995
2;1598065276;1598066477
2;1598066754;1598067955
2;1598068234;1598069436
2;1598069718;1598070919
2;1598071220;1598072421
2;1598072706;1598073908
