Latency,ts-basic-service_queryForStationId,ts-basic-service_queryForTravel,ts-config-service_retrieve,ts-order-service_calculateSoldTicket,ts-order-service_getTicketListByDateAndTripId,ts-price-service_query,ts-route-service_queryById,ts-seat-service_getLeftTicketOfInterval,ts-station-service_queryForStationId,ts-ticketinfo-service_queryForStationId,ts-ticketinfo-service_queryForTravel,ts-train-service_retrieve,ts-travel-service_getRouteByTripId,ts-travel-service_getTrainTypeByTripId,anomaly
109,20,19,4,38,5,3,12,35,16,31,20,8,10,8,0
109,17,21,4,38,5,3,11,37,15,26,23,9,7,10,0
116,20,21,4,38,5,3,13,38,16,31,23,9,10,10,0
118,18,21,4,2,3,3,12,41,16,30,23,8,8,8,0
112,19,21,5,3,5,3,13,36,16,28,22,9,9,9,0
107,19,19,5,38,4,3,12,34,15,29,20,8,9,9,0
118,20,25,4,38,4,3,13,36,16,30,26,9,10,9,0
124,20,25,4,3,6,3,13,38,16,30,27,9,10,9,0
158,38,24,18,37,4,2,13,57,15,47,25,24,9,17,2
117,19,21,5,3,5,3,13,41,15,29,22,9,11,10,0
176,39,25,20,38,6,3,13,67,17,51,27,27,11,19,2
173,38,28,19,38,5,4,13,65,16,49,31,30,9,22,2
116,19,21,4,3,5,3,12,38,16,30,24,8,11,10,0
103,18,17,4,37,4,2,11,32,14,28,19,8,8,8,0
107,18,20,4,3,5,3,12,34,15,28,21,8,9,8,0
177,40,25,20,3,5,4,15,64,16,52,27,25,10,18,2
128,20,28,5,3,5,3,14,41,17,32,30,9,11,10,0
151,27,27,7,4,6,5,16,50,20,41,29,12,13,12,0
117,20,25,3,38,4,2,13,33,16,35,27,8,9,9,0
163,40,24,18,37,4,3,13,58,16,50,26,25,10,17,2
180,38,29,5,3,5,4,18,64,21,51,32,23,13,18,1
178,29,34,6,3,7,6,28,53,24,44,37,13,13,13,0
153,34,23,4,37,5,2,14,55,17,43,25,22,11,16,1
113,20,21,4,2,3,3,13,34,17,31,23,7,9,8,0
111,18,20,5,38,4,3,12,36,15,28,22,9,9,10,0
118,20,19,5,38,5,3,18,41,16,30,21,8,15,8,0
99,18,17,4,38,4,3,11,34,14,26,18,7,9,8,0
117,20,21,3,38,4,3,14,37,15,31,23,8,11,8,0
163,37,24,18,38,5,3,14,61,15,46,26,25,11,18,2
156,25,30,6,39,5,4,16,50,19,39,32,13,12,16,0
111,19,19,5,2,8,3,12,38,16,28,21,8,8,9,0
155,29,27,5,38,5,4,18,48,21,43,30,12,14,12,0
162,38,24,19,3,5,3,13,59,15,48,25,24,9,17,2
161,41,24,18,37,4,3,13,56,18,51,25,25,9,17,2
112,19,20,5,3,5,3,12,38,16,29,21,9,10,9,0
178,46,25,19,3,5,4,14,62,20,59,27,26,12,18,2
108,20,19,4,38,4,3,12,33,16,30,21,8,9,8,0
113,16,20,5,38,4,3,13,35,14,31,23,8,9,9,0
108,20,19,4,37,4,2,14,34,17,30,21,7,10,8,0
112,20,19,4,38,5,3,13,37,15,30,21,8,9,9,0
100,17,18,4,38,3,3,13,32,15,26,19,7,9,9,0
109,18,20,5,2,4,3,13,36,15,28,21,8,10,8,0
108,20,18,4,38,4,2,13,34,16,30,19,8,9,9,0
136,22,24,5,4,6,4,17,46,17,34,26,12,12,12,0
170,27,35,7,38,5,5,18,51,21,50,38,11,13,13,0
114,19,23,5,38,5,4,13,37,17,29,24,8,9,9,0
166,27,30,7,4,6,5,20,56,22,42,32,13,16,14,0
113,25,20,4,37,4,3,13,34,15,34,22,8,9,8,0
105,18,19,4,38,4,3,12,32,15,28,20,7,8,8,0
145,24,29,8,4,5,5,17,45,19,38,31,10,12,9,0
113,20,18,5,3,3,3,13,40,15,29,20,8,10,13,0
107,19,18,4,38,5,3,11,35,14,28,20,10,8,10,0
115,19,24,4,2,4,3,20,35,15,31,25,8,10,9,0
103,18,19,4,2,3,3,12,33,15,27,20,8,9,8,0
119,20,19,5,39,4,3,12,39,15,33,21,9,10,10,0
115,18,21,6,38,5,3,13,40,16,28,23,9,9,10,0
213,47,35,20,38,6,6,20,73,21,62,39,27,15,19,2
116,16,23,4,39,5,4,14,39,14,26,25,9,9,9,0
145,33,23,4,38,4,3,13,51,18,43,24,20,10,15,1
164,38,23,19,2,5,3,11,60,15,52,25,26,10,18,2
98,16,19,3,38,3,3,12,27,14,26,21,7,7,7,0
110,19,19,4,37,3,3,12,33,15,30,21,7,9,8,0
102,18,18,4,37,4,3,11,32,15,27,20,8,8,7,0
129,20,21,5,39,6,3,14,42,16,32,23,9,12,11,0
106,24,19,3,38,3,3,11,30,20,33,20,7,8,8,0
112,19,21,4,38,4,2,13,34,16,30,23,8,9,8,0
157,35,24,5,3,4,3,14,56,18,46,26,22,11,17,1
109,18,22,4,2,4,3,12,35,15,28,24,12,10,9,0
166,38,23,18,2,5,3,13,65,15,48,25,25,11,23,2
105,19,18,3,38,4,2,12,31,15,30,20,8,8,8,0
157,26,28,7,38,6,4,18,53,21,39,31,12,14,14,0
112,21,21,3,37,5,2,12,31,17,28,22,6,8,7,0
135,33,18,4,37,4,3,11,49,15,43,19,19,9,15,1
158,23,43,5,38,6,4,26,47,19,36,47,11,14,11,0
112,17,20,4,3,4,2,13,33,14,26,21,6,9,8,0
106,20,19,4,37,3,3,12,32,17,30,21,7,9,8,0
114,21,22,4,38,5,3,13,35,18,31,23,9,10,8,0
106,19,19,4,38,4,3,13,33,15,29,20,8,9,8,0
