Latency,ts-basic-service_queryForStationId,ts-basic-service_queryForTravel,ts-config-service_retrieve,ts-order-service_calculateSoldTicket,ts-order-service_getTicketListByDateAndTripId,ts-price-service_query,ts-route-service_queryById,ts-seat-service_getLeftTicketOfInterval,ts-station-service_queryForStationId,ts-ticketinfo-service_queryForStationId,ts-ticketinfo-service_queryForTravel,ts-train-service_retrieve,ts-travel-service_getRouteByTripId,ts-travel-service_getTrainTypeByTripId,anomaly
115,20,22,5,50,5,3,13,37,16,31,23,8,10,9,0
109,19,20,4,49,4,3,13,34,15,29,21,8,10,8,0
102,16,17,5,50,4,3,11,34,12,27,18,7,7,8,0
108,20,19,4,49,4,3,13,34,16,29,21,7,9,8,0
125,22,21,6,51,5,3,14,41,17,33,23,10,11,10,0
107,19,19,5,50,4,3,13,33,15,29,21,8,8,8,0
108,17,21,4,49,4,2,12,35,15,27,22,8,9,9,0
97,17,19,3,2,3,3,13,26,14,26,20,7,7,7,0
113,20,19,4,50,5,3,17,33,15,30,21,6,9,7,0
129,18,20,4,3,4,3,13,45,15,29,22,9,12,17,0
115,19,19,5,3,4,3,12,40,16,30,21,12,9,14,0
107,19,19,4,2,4,3,13,34,15,28,21,7,9,8,0
104,18,18,4,3,4,3,12,35,14,27,20,8,9,8,0
119,19,20,5,3,4,3,14,37,15,30,22,7,10,9,0
116,25,20,4,50,4,3,13,34,21,35,22,8,9,8,0
113,18,20,4,50,4,3,13,37,15,29,22,8,10,9,0
108,19,19,4,49,4,3,14,33,15,29,21,8,9,8,0
109,19,20,5,50,5,3,13,35,15,29,22,7,9,8,0
113,17,21,4,51,3,4,13,34,15,30,23,6,10,8,0
123,21,22,5,3,5,4,14,39,17,33,25,8,10,10,0
114,20,17,4,2,3,3,13,33,15,30,19,8,9,8,0
153,20,20,4,50,3,3,13,45,16,49,36,7,9,7,2
114,23,19,4,2,3,3,13,31,16,33,21,7,9,8,0
216,27,36,6,10,6,3,20,66,23,59,53,11,15,12,2
134,22,24,5,51,5,5,16,45,18,35,26,10,12,11,0
138,18,29,15,50,4,3,13,56,15,28,31,9,19,10,1
139,22,26,6,50,6,3,17,47,17,35,29,10,13,11,0
