Latency,ts-basic-service_queryForStationId,ts-basic-service_queryForTravel,ts-config-service_retrieve,ts-order-service_calculateSoldTicket,ts-order-service_getTicketListByDateAndTripId,ts-price-service_query,ts-route-service_queryById,ts-seat-service_getLeftTicketOfInterval,ts-station-service_queryForStationId,ts-ticketinfo-service_queryForStationId,ts-ticketinfo-service_queryForTravel,ts-train-service_retrieve,ts-travel-service_getRouteByTripId,ts-travel-service_getTrainTypeByTripId,anomaly
119,20,24,5,3,5,3,13,37,16,29,26,16,9,10,0
109,19,18,4,30,4,3,12,37,16,29,19,8,13,9,0
108,18,19,4,3,4,2,11,32,15,28,20,8,8,8,0
99,18,18,3,29,3,2,12,30,15,27,19,8,8,8,0
142,38,34,3,2,9,17,12,37,15,47,35,8,10,8,1
95,15,20,3,29,3,3,10,25,14,27,22,8,6,7,0
123,20,21,5,3,5,3,13,38,17,36,23,9,9,10,0
106,19,19,4,2,4,2,12,32,17,29,21,8,9,8,0
107,20,20,3,2,3,2,14,31,16,30,21,8,9,8,0
99,18,18,3,30,4,2,12,30,15,27,19,8,9,8,0
130,35,37,3,29,3,19,12,28,17,43,38,7,8,7,1
98,19,17,3,2,4,2,10,30,16,29,19,7,8,8,0
141,38,35,3,2,3,18,12,27,15,50,40,8,8,7,1
136,19,22,20,29,4,2,13,57,15,28,23,25,9,17,2
106,23,18,3,2,4,2,12,31,15,32,19,8,9,8,0
138,18,23,20,2,4,2,13,57,15,27,24,24,9,16,2
133,24,26,5,2,5,5,14,41,20,37,27,10,11,9,0
104,21,18,3,29,4,2,12,31,17,31,20,8,9,8,0
101,18,18,3,29,3,2,11,30,15,29,20,8,8,8,0
137,20,22,20,29,4,2,13,56,16,31,23,25,9,16,2
104,19,18,3,30,4,2,12,31,16,29,20,8,8,8,0
111,20,24,4,29,5,2,12,31,16,31,26,8,8,9,0
103,19,18,3,2,4,2,12,32,16,29,19,8,9,9,0
104,18,20,4,30,4,3,12,32,15,28,21,7,8,8,0
138,39,33,4,29,4,18,12,33,16,49,34,8,9,8,1
166,20,28,22,3,5,9,20,64,15,33,30,24,10,18,2
111,25,19,3,29,4,2,13,32,21,35,20,8,9,8,0
104,18,20,4,3,3,2,13,31,15,27,21,8,9,8,0
105,19,19,4,30,4,3,13,33,15,29,20,8,9,8,0
143,20,22,20,2,4,2,13,62,16,30,23,25,9,16,2
107,19,17,3,2,3,2,12,35,16,29,19,10,9,11,0
99,18,16,3,29,4,2,13,31,15,27,18,7,8,8,0
104,19,19,4,29,4,3,13,31,16,28,20,8,9,8,0
145,39,34,4,2,4,19,13,37,16,49,36,8,10,8,1
91,18,15,3,29,4,2,10,29,14,27,16,7,8,8,0
100,17,20,4,30,3,3,12,29,15,26,22,7,8,7,0
106,19,19,3,3,4,2,13,30,16,30,21,8,9,8,0
99,18,17,4,3,4,2,10,35,14,26,18,9,9,9,0
99,19,15,3,29,4,2,11,30,14,29,17,6,8,8,0
118,21,24,4,30,4,3,12,35,15,32,26,8,8,10,0
180,43,43,6,30,5,21,17,46,20,56,46,12,12,12,1
103,19,18,4,29,4,2,13,31,15,29,19,8,9,8,0
131,21,24,5,3,6,4,16,43,17,34,26,11,12,11,0
114,20,19,3,2,4,2,12,31,17,32,20,9,8,9,0
103,19,19,3,2,4,2,13,29,15,27,21,7,8,8,0
99,18,18,3,29,3,2,13,31,16,27,19,8,10,8,0
137,20,22,20,2,3,2,14,56,16,29,24,24,9,17,2
114,19,18,3,29,4,2,13,39,16,33,19,8,15,9,0
110,26,18,3,2,4,2,12,32,22,35,20,7,9,8,0
101,17,20,5,29,4,3,12,31,14,25,21,8,8,8,0
98,19,15,3,2,4,2,11,31,14,29,16,7,9,8,0
144,25,27,5,30,5,4,17,46,20,38,29,12,12,13,0
117,19,19,3,29,4,2,12,40,16,33,21,12,8,12,0
109,18,19,3,29,4,2,12,31,16,31,20,8,8,8,0
110,18,21,2,29,3,2,12,36,15,28,23,7,15,7,0
145,25,22,19,29,4,2,13,59,16,34,24,24,9,16,2
155,40,36,5,30,5,19,13,42,17,50,38,10,13,10,1
99,18,18,3,30,4,2,12,30,15,27,20,7,8,7,0
115,20,20,5,30,5,3,13,38,17,29,22,9,9,10,0
179,30,34,22,30,5,3,15,68,20,42,36,28,11,20,2
100,19,17,3,2,3,2,12,30,15,28,19,7,8,8,0
101,18,18,4,30,4,2,12,31,15,27,19,8,8,8,0
96,18,16,3,29,4,2,12,29,15,26,18,7,8,8,0
103,19,19,3,2,4,2,12,31,16,29,20,8,9,8,0
106,19,18,3,29,4,2,13,35,17,28,19,7,9,8,0
114,21,20,5,30,5,3,12,37,17,31,22,8,9,9,0
109,20,18,4,29,5,2,13,34,16,30,20,8,9,8,0
107,20,18,3,2,4,2,13,33,16,29,19,8,10,9,0
