Latency,ts-basic-service_queryForStationId,ts-basic-service_queryForTravel,ts-config-service_retrieve,ts-order-service_calculateSoldTicket,ts-order-service_getTicketListByDateAndTripId,ts-price-service_query,ts-route-service_queryById,ts-seat-service_getLeftTicketOfInterval,ts-station-service_queryForStationId,ts-ticketinfo-service_queryForStationId,ts-ticketinfo-service_queryForTravel,ts-train-service_retrieve,ts-travel-service_getRouteByTripId,ts-travel-service_getTrainTypeByTripId,anomaly
136,20,28,6,39,6,4,16,46,22,31,30,12,11,12,0
121,20,20,6,37,5,3,13,41,16,31,21,9,10,11,0
113,24,19,4,2,4,2,13,35,21,34,20,8,10,9,0
112,23,21,5,2,4,3,12,35,17,32,23,8,9,8,0
170,19,21,4,2,5,3,14,89,16,30,23,10,27,27,2
113,20,20,4,38,4,3,13,35,16,30,22,8,9,8,0
142,25,25,5,3,6,4,16,47,20,37,27,11,13,12,0
167,19,18,5,38,5,2,14,90,15,30,20,8,27,27,2
131,18,23,4,38,5,3,12,53,15,28,24,21,21,15,1
119,19,20,5,38,6,3,13,43,17,28,22,8,14,9,0
219,29,29,6,5,10,5,18,109,22,43,32,13,31,30,2
135,22,22,4,37,4,3,13,53,17,31,24,21,21,15,1
158,17,22,5,37,3,3,14,86,16,25,23,8,27,25,2
94,17,18,3,3,3,3,13,26,14,25,20,6,8,6,0
113,18,17,4,38,5,3,11,38,14,36,19,8,11,9,0
112,20,20,4,2,5,3,13,35,16,30,22,8,9,9,0
108,20,19,4,2,4,3,13,33,16,30,21,8,9,8,0
107,19,20,4,3,4,3,13,34,15,28,21,8,9,8,0
159,28,26,6,38,5,4,17,49,21,43,29,12,11,14,0
103,19,19,4,37,4,3,13,31,15,28,21,8,9,8,0
119,20,21,4,38,5,3,14,39,16,30,23,11,9,11,0
105,18,19,4,2,4,2,12,33,15,28,20,8,9,9,0
186,25,31,6,4,6,4,16,70,21,39,34,25,24,20,1
110,20,20,4,4,4,3,12,34,16,29,22,9,8,9,0
141,24,25,5,3,6,4,17,46,20,36,28,12,12,12,0
131,20,21,5,3,6,3,21,44,16,31,23,10,12,11,0
132,23,22,6,3,6,3,12,48,17,36,24,11,11,12,0
117,19,21,5,38,4,3,13,36,16,28,23,8,10,8,0
109,19,19,5,3,4,3,13,34,16,29,21,7,10,7,0
108,20,19,4,7,3,3,13,33,16,30,20,8,9,8,0
140,19,28,5,2,4,3,12,56,20,29,30,21,22,16,1
123,20,22,5,3,6,3,14,41,16,32,24,10,9,11,0
112,18,20,5,3,5,3,13,39,14,27,21,9,10,9,0
140,23,28,5,4,6,4,15,46,19,34,31,13,11,13,0
154,17,17,4,3,4,3,13,84,14,26,19,9,26,25,2
106,19,19,4,38,4,3,13,33,16,28,20,8,9,8,0
118,19,19,5,37,4,3,13,35,16,28,21,7,9,8,0
121,25,19,5,3,5,3,13,38,16,38,21,9,10,10,0
107,18,18,8,38,4,2,11,39,15,27,20,8,9,8,0
107,21,18,4,3,4,3,11,35,17,31,19,7,10,9,0
113,19,19,5,2,4,3,15,39,15,28,20,8,10,10,0
117,20,20,4,38,4,3,13,41,16,29,22,9,10,15,0
108,19,20,4,38,4,3,13,34,16,29,22,8,9,8,0
135,27,21,5,38,5,3,14,42,17,43,23,9,11,10,0
109,19,18,5,38,4,3,13,36,16,29,20,8,9,9,0
108,19,19,5,38,4,3,12,35,16,29,21,8,9,8,0
112,20,19,5,2,4,3,14,36,16,30,21,8,10,8,0
105,18,19,5,2,4,3,13,34,15,27,20,8,9,8,0
116,20,21,5,4,5,4,12,38,17,30,23,9,9,9,0
125,22,24,4,3,5,4,14,36,19,36,26,11,9,10,0
115,18,20,6,3,5,3,13,41,15,27,22,9,10,10,0
124,22,26,5,3,5,3,18,39,18,32,27,9,10,9,0
131,23,24,6,3,6,5,13,42,17,36,27,9,10,10,0
155,25,31,5,38,6,6,16,47,22,39,33,12,12,12,0
140,21,23,5,3,4,3,13,53,17,30,25,20,21,15,1
136,20,26,5,38,6,4,17,45,17,33,28,12,12,12,0
107,19,19,4,2,4,2,11,32,16,30,21,8,9,8,0
131,17,22,4,3,4,3,11,57,14,27,24,21,21,16,1
107,19,19,4,8,3,3,13,32,15,30,20,8,10,8,0
111,20,19,5,2,5,3,10,40,16,30,20,9,11,11,0
132,21,22,5,4,5,4,23,42,15,33,24,10,12,11,0
111,18,18,5,38,6,3,12,39,15,27,20,9,10,10,0
106,18,19,4,37,3,3,14,34,14,27,20,7,10,8,0
127,20,22,6,38,6,4,14,43,16,32,24,11,10,12,0
113,18,19,5,3,5,3,13,37,14,30,21,9,10,9,0
