Latency,ts-basic-service_queryForStationId,ts-basic-service_queryForTravel,ts-config-service_retrieve,ts-order-service_calculateSoldTicket,ts-order-service_getTicketListByDateAndTripId,ts-price-service_query,ts-route-service_queryById,ts-seat-service_getLeftTicketOfInterval,ts-station-service_queryForStationId,ts-ticketinfo-service_queryForStationId,ts-ticketinfo-service_queryForTravel,ts-train-service_retrieve,ts-travel-service_getRouteByTripId,ts-travel-service_getTrainTypeByTripId,anomaly
110,19,20,4,38,4,3,12,35,16,30,22,9,9,8,0
102,17,18,3,2,4,3,12,33,14,26,20,8,9,9,0
109,17,20,4,3,5,3,12,37,15,27,21,8,9,9,0
133,26,21,5,38,5,4,15,43,17,38,23,11,11,11,0
110,24,19,3,37,4,3,13,31,15,34,21,8,9,8,0
168,30,32,6,38,7,5,20,52,24,46,34,12,14,12,0
107,20,19,4,2,4,3,13,33,16,30,21,8,10,8,0
117,19,20,5,3,4,3,14,36,16,34,22,8,9,9,0
117,20,20,4,38,6,3,13,40,15,30,22,9,10,11,0
125,19,20,8,3,5,3,17,46,15,30,21,9,9,14,0
106,19,19,4,3,3,3,13,32,17,29,21,8,9,8,0
109,19,19,4,2,4,3,13,33,15,30,21,8,9,8,0
188,37,31,16,4,7,5,18,71,21,50,34,11,12,23,1
112,19,19,4,38,3,3,13,38,16,29,21,13,9,13,0
99,15,19,4,2,4,2,12,32,13,23,21,7,8,7,0
139,31,18,15,3,5,3,11,57,15,41,19,8,9,19,1
113,19,19,5,3,5,4,16,37,15,30,21,8,9,9,0
97,15,19,3,38,4,3,13,27,14,24,21,8,7,7,0
111,20,20,4,38,4,3,13,35,16,31,21,8,9,9,0
115,20,19,4,38,4,3,12,35,16,35,20,8,9,8,0
129,21,23,5,37,5,3,14,43,16,33,25,10,12,11,0
142,33,19,14,2,4,3,13,54,15,43,21,8,9,19,1
133,19,26,4,39,6,4,16,46,16,30,29,10,13,11,0
143,30,26,5,3,5,3,17,41,27,42,29,10,9,10,0
114,19,23,4,2,4,3,14,35,18,29,24,9,10,9,0
97,17,13,4,37,4,2,9,32,12,27,15,6,8,8,0
111,19,20,5,3,5,3,13,36,15,29,21,9,9,9,0
154,20,21,5,37,4,3,13,36,17,30,64,9,10,9,2
104,18,18,4,37,3,3,12,34,15,28,19,7,8,8,0
104,19,18,4,2,4,3,12,33,16,29,20,8,9,8,0
113,19,20,5,3,5,3,13,38,15,28,21,8,10,10,0
104,19,19,4,38,3,2,12,31,17,28,21,8,8,8,0
123,20,20,5,2,4,3,14,40,16,32,22,11,10,11,0
115,18,21,5,38,4,4,14,34,15,29,24,8,9,9,0
109,19,19,4,38,5,3,13,35,16,29,21,8,9,8,0
113,23,20,4,37,4,3,12,36,20,32,22,8,12,8,0
121,21,27,5,3,4,3,14,35,22,32,28,8,9,8,0
131,22,23,5,3,5,4,17,42,17,34,25,11,11,11,0
112,18,19,4,38,5,3,12,42,14,28,20,8,15,10,0
174,39,24,16,38,6,4,15,65,20,53,27,10,11,22,1
156,20,21,4,4,7,4,12,39,17,30,63,8,10,8,2
105,19,19,4,2,4,3,13,32,15,29,20,7,9,7,0
141,22,24,13,3,5,4,15,54,19,34,26,11,12,12,0
112,20,19,5,3,4,3,13,36,16,30,21,9,9,9,0
108,19,19,4,38,5,3,14,35,15,28,21,8,9,8,0
165,26,32,7,4,5,5,20,51,22,41,35,14,13,13,0
148,25,24,6,4,6,4,16,52,19,39,26,12,14,13,0
102,19,18,4,2,4,3,13,32,16,28,20,7,9,8,0
148,25,27,8,3,6,4,17,49,21,38,29,12,11,13,0
178,31,27,5,3,4,4,13,39,16,43,70,10,10,10,2
142,24,24,5,3,4,4,16,46,19,42,27,11,13,12,0
166,35,23,16,37,5,4,15,66,18,48,25,11,12,23,1
166,28,34,6,5,6,3,18,49,21,44,38,10,13,12,0
