Latency,ts-basic-service_queryForStationId,ts-basic-service_queryForTravel,ts-config-service_retrieve,ts-order-service_calculateSoldTicket,ts-order-service_getTicketListByDateAndTripId,ts-price-service_query,ts-route-service_queryById,ts-seat-service_getLeftTicketOfInterval,ts-station-service_queryForStationId,ts-ticketinfo-service_queryForStationId,ts-ticketinfo-service_queryForTravel,ts-train-service_retrieve,ts-travel-service_getRouteByTripId,ts-travel-service_getTrainTypeByTripId,anomaly
105,18,22,4,2,3,2,12,31,15,27,23,7,8,8,0
104,18,19,4,2,4,2,13,33,15,28,20,8,9,8,0
130,18,31,4,38,4,2,14,47,15,27,32,8,10,23,1
137,18,22,3,38,3,2,46,37,15,32,23,7,17,7,2
100,18,18,3,39,3,2,13,30,15,27,19,7,9,8,0
144,22,31,4,2,3,2,14,47,16,35,33,8,10,22,1
101,17,16,3,2,4,2,11,38,15,25,18,12,9,14,0
100,17,16,4,38,2,2,11,35,14,27,17,7,9,13,0
105,18,18,4,2,4,2,13,33,15,28,19,8,9,9,0
99,18,19,3,39,3,2,12,30,16,27,20,8,8,8,0
144,22,26,5,38,5,4,22,50,20,34,28,11,18,11,0
111,23,24,3,38,3,2,12,31,21,32,25,8,9,8,0
111,18,18,4,2,4,2,17,36,15,27,19,7,14,8,0
138,18,22,4,2,3,2,46,42,15,27,23,8,17,9,2
106,19,18,4,38,4,3,13,33,15,30,20,8,8,8,0
143,19,24,5,39,4,3,46,45,15,27,25,8,18,9,2
108,19,18,3,38,3,2,12,30,16,36,19,7,9,8,0
100,18,18,3,38,4,2,13,32,15,27,19,7,9,8,0
144,24,26,7,39,5,5,15,51,20,35,29,11,16,12,0
132,18,21,3,38,3,2,46,37,15,27,23,7,16,8,2
109,17,20,4,3,5,3,13,37,14,26,21,9,9,9,0
102,18,22,3,2,3,2,12,30,15,27,23,7,8,8,0
128,19,31,3,2,3,2,12,44,15,28,32,8,9,22,1
132,19,36,3,38,4,2,12,45,21,28,37,8,8,23,1
133,22,31,3,38,4,2,13,45,15,32,32,8,9,22,1
101,18,17,3,7,4,2,13,32,15,27,18,8,9,9,0
139,18,22,4,3,4,2,46,41,15,29,24,8,17,8,2
96,17,13,3,2,3,2,12,32,13,26,14,7,10,8,0
101,18,19,3,2,3,3,13,31,15,27,20,7,9,8,0
108,19,19,4,2,8,3,12,36,15,28,20,8,8,8,0
100,18,18,3,2,4,3,12,30,15,27,20,8,8,8,0
124,20,22,5,3,5,4,16,42,16,31,24,10,12,10,0
107,19,23,3,39,4,2,12,31,21,29,25,8,9,8,0
97,18,17,3,38,3,2,12,30,15,28,18,7,8,8,0
136,19,32,5,38,3,3,13,49,15,29,34,8,10,23,1
128,22,22,6,38,5,4,12,44,16,35,25,12,10,13,0
115,24,19,4,2,3,2,13,37,21,34,21,8,9,9,0
99,18,18,3,38,3,2,13,30,15,26,20,8,9,8,0
109,19,20,5,39,4,3,12,34,16,28,23,8,8,8,0
96,19,18,3,2,3,2,11,27,17,27,20,7,8,7,0
101,18,18,3,38,3,2,13,30,15,27,20,7,9,8,0
115,18,30,3,2,4,2,13,33,21,27,31,8,9,9,0
100,18,21,3,2,3,2,11,30,15,27,23,7,8,8,0
101,18,17,4,39,4,2,12,33,15,28,19,7,9,8,0
103,18,18,4,3,4,3,12,33,14,27,20,8,9,8,0
102,19,18,3,39,3,2,13,31,15,28,19,8,9,8,0
102,18,18,3,2,3,2,13,31,15,27,20,8,9,8,0
109,20,18,3,38,4,2,12,38,15,30,19,15,9,15,0
137,20,23,5,3,6,4,15,52,16,31,25,19,10,20,0
140,23,22,3,38,3,2,45,39,16,33,24,8,17,9,2
131,17,22,4,38,3,2,44,39,15,26,23,7,17,8,2
106,20,19,4,38,4,2,12,32,18,30,21,7,9,8,0
105,19,18,4,38,4,2,13,33,16,28,19,8,9,9,0
98,16,19,3,38,3,3,12,30,14,25,20,8,8,8,0
92,16,19,3,38,2,2,12,25,14,24,20,7,7,6,0
95,17,17,3,38,4,2,11,30,14,26,19,7,8,8,0
104,18,18,4,3,3,3,13,34,14,27,20,8,9,9,0
