Latency,ts-basic-service_queryForStationId,ts-basic-service_queryForTravel,ts-config-service_retrieve,ts-order-service_calculateSoldTicket,ts-order-service_getTicketListByDateAndTripId,ts-price-service_query,ts-route-service_queryById,ts-seat-service_getLeftTicketOfInterval,ts-station-service_queryForStationId,ts-ticketinfo-service_queryForStationId,ts-ticketinfo-service_queryForTravel,ts-train-service_retrieve,ts-travel-service_getRouteByTripId,ts-travel-service_getTrainTypeByTripId,anomaly
138,23,24,5,27,5,4,15,45,18,36,26,11,10,12,0
98,18,18,3,26,3,3,12,29,15,27,20,7,8,8,0
104,16,16,4,26,4,2,17,43,13,24,18,8,20,8,0
103,19,19,4,26,4,3,12,30,15,30,21,7,8,8,0
111,19,19,4,2,4,3,13,39,15,28,20,8,9,13,0
114,21,18,4,3,5,2,13,38,16,31,20,8,10,9,0
202,29,47,7,28,6,5,18,70,22,44,50,14,13,30,1
119,21,22,5,27,5,3,14,39,16,32,23,9,10,8,0
103,18,17,5,2,4,2,12,33,14,27,19,8,8,9,0
114,20,21,4,27,5,3,12,36,16,30,22,9,9,10,0
154,25,30,5,27,5,5,17,49,21,40,33,12,13,13,0
103,19,18,4,2,4,3,11,33,15,28,20,8,9,8,0
131,22,25,4,27,5,4,16,40,20,35,28,10,11,10,0
156,26,26,6,3,6,4,18,50,21,41,29,11,12,12,0
121,20,30,5,26,4,3,13,34,16,30,31,13,9,8,0
131,20,21,4,27,4,3,14,43,15,39,23,8,16,8,0
97,16,18,4,26,4,2,10,32,13,26,19,8,9,9,0
112,20,19,4,27,5,2,12,38,15,32,20,8,9,10,0
107,18,19,5,2,5,3,12,35,15,28,21,7,9,8,0
118,20,24,5,2,4,3,14,37,16,31,25,8,10,10,0
133,17,35,3,26,3,3,12,46,14,27,37,9,8,24,1
151,19,37,4,27,5,3,15,57,16,28,38,10,11,26,1
107,19,18,4,2,4,3,13,36,15,29,20,8,10,9,0
106,19,19,4,2,4,3,14,33,16,28,21,8,9,8,0
100,20,15,4,2,4,2,9,35,14,30,16,8,9,9,0
107,19,18,4,26,4,3,13,34,15,28,20,8,9,8,0
121,19,20,5,3,5,3,13,39,15,35,22,8,10,9,0
159,29,29,7,4,6,4,13,50,21,46,32,11,11,12,0
103,19,19,3,3,4,3,12,32,15,28,21,7,9,8,0
140,26,25,5,27,5,4,15,46,22,39,27,11,13,11,0
106,18,19,4,26,4,3,13,34,15,28,20,8,9,8,0
103,18,19,4,27,4,3,10,33,15,28,21,7,8,9,0
114,19,19,5,3,5,3,13,40,15,29,21,8,11,10,0
110,18,22,4,3,4,6,13,34,15,28,23,7,9,8,0
97,17,14,4,2,4,2,12,33,12,25,15,7,9,9,0
105,18,18,4,26,4,3,12,33,15,28,20,7,9,8,0
154,18,19,26,27,3,3,12,78,16,29,21,7,31,9,2
150,18,18,26,27,4,2,13,80,15,28,19,7,32,8,2
158,19,24,26,3,4,7,12,80,16,28,26,8,32,9,2
138,18,35,4,2,3,3,13,48,14,28,36,8,9,23,1
114,20,20,5,27,5,3,13,37,17,31,22,8,10,9,0
180,21,22,27,34,5,3,14,94,17,36,24,16,34,16,2
165,19,21,26,3,4,3,12,90,16,28,22,9,32,8,2
