Latency,ts-basic-service_queryForStationId,ts-basic-service_queryForTravel,ts-config-service_retrieve,ts-order-service_calculateSoldTicket,ts-order-service_getTicketListByDateAndTripId,ts-price-service_query,ts-route-service_queryById,ts-seat-service_getLeftTicketOfInterval,ts-station-service_queryForStationId,ts-ticketinfo-service_queryForStationId,ts-ticketinfo-service_queryForTravel,ts-train-service_retrieve,ts-travel-service_getRouteByTripId,ts-travel-service_getTrainTypeByTripId,anomaly
109,20,19,4,3,5,3,12,34,16,30,21,8,9,8,0
111,19,21,4,38,5,3,13,35,17,29,23,7,10,7,0
144,25,25,7,38,6,5,14,49,20,38,27,11,11,12,0
117,18,20,4,37,4,3,18,33,15,26,22,9,9,8,0
103,21,16,4,38,4,2,13,32,13,29,18,8,8,8,0
103,18,18,4,2,4,3,12,33,15,27,19,7,9,8,0
131,23,21,5,4,5,3,16,45,16,35,23,10,12,12,0
121,21,20,5,39,5,3,14,40,15,33,22,9,11,10,0
113,20,24,4,38,5,3,13,33,15,30,26,13,9,8,0
160,25,29,6,39,5,5,18,53,21,39,32,13,14,15,0
105,20,19,3,38,4,3,13,31,16,29,21,8,8,8,0
104,19,19,4,38,3,3,12,32,15,28,20,8,9,8,0
117,26,18,4,37,4,3,12,33,16,40,20,8,9,8,0
122,21,22,5,3,5,4,13,39,16,33,24,9,10,10,0
90,14,23,4,1,3,2,11,23,16,21,25,6,5,6,0
100,19,19,3,37,4,2,12,29,15,28,20,7,8,7,0
110,17,16,4,2,4,2,14,40,13,27,17,8,15,9,0
123,20,22,5,3,5,3,14,40,16,33,24,10,10,11,0
131,22,24,6,38,5,4,15,43,17,34,26,11,11,10,0
102,18,21,3,2,3,2,12,29,15,27,23,7,8,8,0
139,25,24,6,38,6,4,15,44,17,37,27,11,10,11,0
113,18,20,5,38,4,3,11,41,15,27,22,10,8,10,0
108,19,17,5,38,4,3,13,35,14,30,19,8,10,8,0
115,24,19,4,3,4,3,15,34,16,34,21,7,9,8,0
104,19,18,3,2,4,2,13,33,15,29,20,8,10,9,0
106,20,19,4,3,4,3,13,33,16,29,20,8,9,8,0
114,18,20,4,2,4,3,15,38,15,28,21,9,9,10,0
103,18,19,4,3,4,3,12,32,15,27,20,8,9,8,0
106,19,19,4,38,3,3,14,33,16,28,20,8,10,8,0
105,18,19,4,3,4,3,12,34,16,28,21,8,9,8,0
111,19,20,5,3,4,3,13,37,16,28,22,9,10,10,0
110,18,15,4,37,4,2,16,38,14,27,17,7,15,8,0
109,19,20,4,3,4,3,12,34,15,30,21,8,9,9,0
98,18,19,4,7,3,3,12,27,15,28,20,7,6,6,0
135,24,24,5,3,5,4,16,44,17,36,26,9,12,10,0
116,20,20,5,38,5,3,13,40,16,29,22,9,10,11,0
110,18,17,4,2,4,2,12,38,13,27,19,9,9,10,0
111,20,18,5,3,4,2,13,36,16,30,20,8,10,9,0
141,19,20,4,37,4,2,14,49,15,47,22,7,26,8,1
105,19,19,4,37,4,3,13,33,15,28,21,8,9,8,0
135,23,23,6,39,5,3,15,46,18,37,25,11,12,12,0
119,18,28,4,2,5,3,25,36,13,27,29,8,9,9,0
147,61,19,3,37,4,2,12,33,15,71,20,8,10,9,2
105,19,19,4,37,4,3,13,33,15,29,20,8,9,8,0
104,19,19,3,3,4,2,12,32,15,28,21,8,9,8,0
146,19,22,4,37,5,3,11,52,16,48,24,7,25,9,1
114,19,19,5,3,5,3,12,35,16,29,20,8,9,8,0
132,22,23,5,39,5,3,18,39,18,37,25,9,9,11,0
139,24,25,5,38,5,2,17,44,18,37,28,10,11,12,0
111,19,19,5,38,4,3,13,37,15,29,21,9,10,9,0
111,19,22,4,38,4,3,13,34,16,29,24,8,9,9,0
124,19,22,4,38,5,5,16,42,14,30,23,11,11,12,0
108,19,20,4,3,5,3,12,34,15,30,22,8,9,8,0
98,16,17,4,3,4,3,10,35,13,25,18,8,9,9,0
110,20,20,4,3,5,3,13,34,16,29,21,9,9,8,0
113,16,22,5,38,4,3,15,37,13,26,25,10,9,10,0
105,19,17,4,3,4,3,11,36,14,30,18,8,10,9,0
113,19,20,5,4,5,3,13,36,16,28,22,8,9,9,0
119,20,26,5,2,4,7,13,37,16,30,27,9,9,9,0
114,22,20,5,38,4,3,13,36,15,32,22,9,10,9,0
173,25,33,7,39,7,6,27,58,20,38,35,11,14,16,0
111,25,18,4,38,4,3,13,33,15,35,20,7,8,7,0
112,23,19,4,2,4,3,13,34,16,32,21,8,9,9,0
143,19,20,3,3,4,3,15,49,17,48,22,8,25,9,1
147,26,27,6,38,6,4,17,46,20,41,30,10,12,11,0
111,26,17,4,38,5,2,13,36,16,35,18,7,9,9,0
106,19,18,4,37,4,3,13,34,16,29,20,8,9,9,0
114,20,19,4,37,4,2,12,36,15,34,20,7,8,8,0
161,62,24,5,3,6,3,13,39,16,72,25,9,10,10,2
141,19,18,4,2,4,3,15,48,15,48,20,7,26,7,1
144,33,23,5,3,6,4,16,46,15,45,25,11,13,12,0
103,20,18,3,3,4,2,12,29,16,31,20,8,8,8,0
133,28,22,4,38,5,3,14,40,19,41,25,10,11,10,0
141,24,26,6,4,6,4,15,47,19,36,29,11,13,11,0
127,22,23,5,39,5,3,14,42,17,33,25,11,10,12,0
105,18,19,4,2,4,3,12,33,16,28,21,9,8,9,0
107,19,20,4,38,3,3,13,33,15,28,21,8,10,9,0
110,17,19,5,37,4,3,12,35,14,26,20,9,9,9,0
96,17,18,3,38,4,2,12,29,14,25,20,7,8,6,0
133,24,26,5,38,4,4,14,41,19,36,28,10,11,11,0
111,19,19,5,3,4,3,13,37,15,28,21,8,9,9,0
107,18,21,4,2,4,3,12,34,15,27,22,10,9,8,0
142,21,29,5,38,6,3,17,50,16,33,31,11,13,15,0
107,23,17,4,2,3,2,13,34,19,32,18,8,9,9,0
129,21,21,5,39,6,4,15,43,16,33,23,11,10,12,0
109,18,20,3,3,4,3,13,29,15,28,21,7,8,7,0
165,61,20,5,38,5,3,13,44,14,73,22,9,10,15,2
105,18,18,4,37,4,3,12,34,15,27,20,8,9,9,0
108,19,20,4,38,4,3,13,35,15,28,21,8,9,9,0
156,18,19,4,2,4,3,16,53,14,49,21,8,26,9,1
100,17,20,4,37,3,3,11,29,15,26,22,8,7,7,0
102,18,18,3,37,3,2,12,31,15,28,20,8,9,8,0
167,21,22,6,3,4,4,17,61,16,53,24,11,29,12,1
121,20,21,5,3,5,3,13,41,16,32,23,9,10,10,0
111,19,19,4,3,4,3,12,35,16,29,21,8,9,9,0
111,19,20,4,38,5,3,13,36,16,29,21,8,9,9,0
109,19,20,4,38,5,3,13,35,16,29,21,8,9,8,0
106,18,18,4,38,4,3,13,34,15,28,20,8,9,9,0
103,18,19,4,37,4,3,13,32,15,27,20,7,9,8,0
109,20,19,4,3,5,3,13,34,16,30,21,8,9,8,0
133,24,27,5,3,4,3,14,37,19,38,29,10,9,9,0
110,20,20,4,3,3,3,12,34,16,30,22,8,10,8,0
173,63,24,5,2,5,5,12,37,15,77,30,8,9,9,2
100,17,18,4,2,4,2,12,30,14,26,20,7,8,8,0
110,19,20,5,38,5,3,13,37,16,28,21,8,9,9,0
110,19,19,4,38,5,3,13,34,16,30,21,7,10,8,0
145,25,28,6,3,6,5,17,45,18,39,30,13,11,12,0
122,21,26,4,3,5,3,14,37,22,31,28,10,10,9,0
121,21,21,5,3,4,3,14,38,16,33,23,9,10,10,0
111,19,20,4,38,4,3,12,38,15,28,21,9,10,10,0
157,20,21,5,3,5,3,15,58,17,49,23,10,28,11,1
143,18,19,5,3,5,3,13,53,15,46,21,9,25,10,1
104,20,18,4,3,4,3,13,32,16,28,20,8,9,8,0
130,19,24,6,3,6,5,14,45,16,31,26,10,10,11,0
