2;1597674985;1597676186
2;1597676863;1597678065
2;1597678736;1597679937
2;1597680629;1597681830
2;1597682507;1597683709
2;1597684396;1597685597
2;1597686266;1597687468
2;1597688155;1597689356
2;1597690043;1597691244
2;1597691972;1597693174
2;1597693909;1597695110
2;1597695792;1597696993
2;1597697682;1597698884
2;1597699581;1597700783
2;1597701523;1597702724
2;1597703435;1597704637
2;1597705338;1597706539
2;1597707241;1597708442
2;1597709200;1597710402
2;1597711109;1597712310
2;1597713013;1597714215
2;1597714956;1597716157
2;1597716857;1597718059
2;1597718754;1597719956
2;1597720661;1597721862
2;1597722547;1597723749
2;1597724440;1597725642
2;1597726467;1597727669
2;1597728430;1597729632
2;1597730325;1597731527
2;1597732230;1597733431
2;1597734125;1597735327
2;1597736065;1597737266
2;1597737962;1597739164
2;1597739870;1597741071
2;1597741793;1597742994
2;1597743739;1597744941
2;1597745646;1597746847
2;1597747585;1597748787
2;1597749478;1597750679
2;1597751384;1597752586
2;1597753280;1597754482
2;1597755178;1597756379
2;1597757107;1597758308
2;1597759053;1597760255
2;1597760960;1597762162
2;1597762858;1597764060
2;1597764764;1597765965
2;1597766667;1597767869
2;1597768571;1597769773
