exp,trial,num_pat,algo,fmeasure,precision,recall,time
12,17,2,ga,0.6589403973509932,0.5726618705035971,0.7758284600389863,23.52361237257719
12,18,2,ga,0.6655683690280066,0.5763195435092725,0.7875243664717348,24.27192716114223
12,19,2,ga,0.6605809128630706,0.5751445086705202,0.7758284600389863,23.43926672078669
12,0,2,bnb,0.6515301085883514,0.66,0.6432748538011696,248.37558337301016
12,0,2,decaf,0.638719512195122,0.5244055068836045,0.8167641325536062,0.3493272326886654
12,1,2,decaf,0.5285245901639344,0.39822134387351776,0.7855750487329435,0.33857365883886814
12,2,2,decaf,0.6057553956834533,0.48004561003420754,0.8206627680311891,0.3381518665701151
12,3,2,decaf,0.5215759849906192,0.3839779005524862,0.8128654970760234,0.3387646097689867
12,4,2,decaf,0.4897260273972603,0.4366412213740458,0.557504873294347,0.33765958808362484
12,5,2,decaf,0.6153846153846154,0.5116279069767442,0.7719298245614035,0.3521735481917858
12,6,2,decaf,0.5285245901639344,0.39822134387351776,0.7855750487329435,0.35052924789488316
12,7,2,decaf,0.6059291395516992,0.48160919540229885,0.8167641325536062,0.3397251106798649
12,8,2,decaf,0.5764525993883791,0.4742138364779874,0.7348927875243665,0.34472684375941753
12,9,2,decaf,0.6153846153846154,0.5116279069767442,0.7719298245614035,0.34599970281124115
12,10,2,decaf,0.5062586926286509,0.3935135135135135,0.7095516569200779,0.3352879285812378
12,11,2,decaf,0.5215759849906192,0.3839779005524862,0.8128654970760234,0.3498536143451929
12,12,2,decaf,0.4740990990990991,0.3333333333333333,0.8206627680311891,0.35228058882057667
12,13,2,decaf,0.5856741573033707,0.45773874862788144,0.8128654970760234,0.34787008352577686
12,14,2,decaf,0.6153846153846154,0.5116279069767442,0.7719298245614035,0.34281308203935623
12,15,2,decaf,0.6057553956834533,0.48004561003420754,0.8206627680311891,0.33926939964294434
12,16,2,decaf,0.49243466299862443,0.3804463336875664,0.6978557504873294,0.350683331489563
12,17,2,decaf,0.6153846153846154,0.5116279069767442,0.7719298245614035,0.34580066427588463
12,18,2,decaf,0.6057553956834533,0.48004561003420754,0.8206627680311891,0.34085072576999664
12,19,2,decaf,0.4466926070038911,0.37176165803108807,0.5594541910331384,0.3453708328306675
12,0,2,kmeans,0.6836108676599474,0.6200317965023847,0.76171875,2.2985619828104973
12,1,2,kmeans,0.6836108676599474,0.6200317965023847,0.76171875,2.1726528145372868
12,2,2,kmeans,0.6836108676599474,0.6200317965023847,0.76171875,2.160002700984478
12,3,2,kmeans,0.6836108676599474,0.6200317965023847,0.76171875,2.110747292637825
