Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
374,4,4,122,61,3,3,246,0
513,4,68,5,62,3,67,259,2
567,5,70,124,72,3,66,387,2
544,6,68,122,62,3,68,390,2
392,4,3,122,60,3,3,250,0
376,4,3,4,61,3,2,125,0
387,3,4,4,64,3,3,135,0
431,4,3,123,67,3,2,260,0
385,3,4,4,63,3,3,132,0
385,5,3,4,66,3,3,132,0
532,43,3,5,106,3,40,259,1
386,3,3,121,63,2,3,245,0
399,4,3,6,70,3,3,152,0
390,5,4,123,67,3,4,258,0
375,3,2,3,57,2,3,120,0
401,4,3,123,68,3,3,252,0
390,4,3,124,79,2,3,263,0
370,5,4,123,69,3,3,262,0
376,3,3,123,64,3,6,254,0
376,5,3,122,62,3,5,252,0
548,4,68,4,67,3,68,268,2
413,5,2,4,77,2,2,144,0
390,4,4,123,64,3,3,252,0
390,5,3,4,59,3,2,127,0
529,41,3,4,103,3,40,251,1
351,3,3,4,60,3,3,128,0
390,4,3,123,66,2,3,251,0
403,6,3,123,64,3,3,253,0
386,5,4,5,64,3,3,136,0
495,4,67,6,71,1,68,265,2
381,4,3,5,67,3,3,139,0
566,42,4,5,101,2,41,248,1
395,4,5,3,74,2,3,145,0
388,4,5,123,73,2,3,261,0
394,4,4,5,62,3,3,130,0
412,4,3,123,63,3,3,254,0
420,4,4,122,63,3,4,255,0
380,5,3,4,63,3,3,135,0
380,4,4,4,65,3,3,138,0
354,5,4,122,58,3,4,245,0
501,4,68,123,63,4,67,384,2
390,4,4,5,61,2,2,129,0
371,4,4,5,61,3,2,128,0
360,5,3,6,65,2,3,130,0
395,5,3,4,61,3,4,131,0
377,5,6,6,63,3,2,139,0
401,4,4,122,66,3,3,253,0
438,7,5,4,63,4,3,160,0
379,5,4,5,62,3,3,134,0
451,6,3,122,60,3,4,248,0
442,5,4,5,70,3,4,154,0
370,4,3,123,63,3,3,250,0
411,4,3,4,67,3,3,144,0
345,4,3,123,61,3,4,246,0
