Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
415,3,2,122,58,3,4,250,0
499,3,151,122,56,3,3,387,2
351,4,3,4,42,3,4,111,0
358,3,4,5,55,4,4,121,0
361,3,3,122,57,4,3,239,0
430,8,3,5,66,4,5,157,0
372,4,3,4,54,3,3,121,0
361,4,3,123,56,3,3,240,0
370,4,2,4,51,3,5,121,0
465,4,3,3,52,3,93,205,1
359,2,2,121,44,4,3,223,0
378,4,2,121,50,4,4,232,0
354,4,3,4,57,4,1,121,0
452,4,3,3,52,3,93,206,1
377,3,2,122,50,2,4,235,0
414,4,4,3,57,4,6,138,0
351,2,4,123,55,4,3,239,0
362,4,3,123,57,3,3,237,0
378,5,2,122,43,3,4,232,0
436,3,2,122,40,3,93,306,1
394,4,3,4,56,3,3,124,0
357,4,3,122,51,4,4,234,0
364,5,3,4,53,4,3,125,0
355,4,3,122,54,3,4,240,0
515,4,151,3,53,3,3,271,2
375,4,3,4,54,4,3,121,0
517,3,151,122,50,3,3,383,2
449,4,4,4,49,3,92,199,1
383,4,4,122,53,4,3,239,0
391,3,3,3,47,3,3,112,0
410,5,2,4,60,4,3,132,0
357,4,2,4,50,4,3,115,0
376,3,3,121,51,6,4,237,0
392,5,2,122,55,3,4,245,0
362,3,3,3,48,2,4,104,0
358,3,2,122,57,4,3,236,0
470,5,3,3,52,3,93,212,1
503,4,152,5,47,3,5,263,2
403,4,3,5,50,3,3,116,0
368,4,2,122,58,3,4,246,0
511,4,151,122,53,4,4,379,2
533,4,151,122,51,4,4,386,2
366,4,2,122,54,4,5,244,0
532,3,152,5,52,4,4,267,2
354,4,3,5,50,3,3,118,0
378,4,2,122,49,3,3,240,0
381,3,4,123,51,4,5,242,0
414,5,3,122,57,4,6,258,0
355,3,3,122,56,5,3,236,0
370,4,3,121,54,3,3,233,0
