Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
532,54,53,122,57,2,4,346,1
526,4,49,122,53,49,50,380,2
362,2,3,4,55,5,4,123,0
362,4,4,122,56,3,3,239,0
342,3,4,122,57,3,3,243,0
359,4,3,122,51,3,4,234,0
374,4,3,4,59,3,4,133,0
360,4,3,122,53,2,3,236,0
396,4,3,123,61,3,4,252,0
374,4,3,4,52,2,3,124,0
493,3,49,4,52,49,50,260,2
566,6,49,122,66,50,50,414,2
359,4,3,3,52,3,3,114,0
347,4,3,122,54,3,3,238,0
386,4,2,4,59,4,3,124,0
356,3,3,4,53,2,4,117,0
390,4,4,4,55,2,4,130,0
399,5,4,5,56,4,5,132,0
360,3,3,5,54,3,3,118,0
360,3,2,3,43,3,1,109,0
360,3,3,122,48,2,3,235,0
408,4,4,5,63,3,3,131,0
355,3,2,121,50,2,4,233,0
398,4,3,3,53,2,4,124,0
398,4,3,4,54,3,3,123,0
487,3,48,122,51,49,50,374,2
368,4,4,122,55,4,3,238,0
442,10,3,4,62,4,5,176,0
496,55,53,123,52,3,3,348,1
390,4,3,123,54,3,3,250,0
421,3,2,4,62,4,3,128,0
519,4,49,121,49,49,49,376,2
534,4,54,121,57,49,49,389,2
386,4,2,122,47,3,4,232,0
354,5,4,4,56,4,2,126,0
344,6,3,4,48,3,3,108,0
391,4,3,122,55,4,3,241,0
390,4,3,4,59,4,4,129,0
491,3,49,5,53,49,50,256,2
376,4,3,122,50,2,3,236,0
539,4,49,4,52,49,49,259,2
397,6,2,122,47,2,4,237,0
468,54,54,5,53,3,4,224,1
435,7,4,123,65,5,5,277,0
482,4,3,122,50,3,3,231,0
414,6,3,5,59,4,5,148,0
491,55,53,122,56,3,4,347,1
448,5,3,3,72,4,4,167,0
469,54,53,4,54,3,4,222,1
362,3,2,122,53,3,4,237,0
353,4,3,4,50,3,4,120,0
373,5,3,4,52,2,4,125,0
388,3,2,4,51,2,4,116,0
399,5,4,122,52,2,4,247,0
404,6,2,122,49,4,5,251,0
429,5,3,4,56,3,5,152,0
385,4,3,121,46,3,4,229,0
504,4,49,122,46,50,49,368,2
362,3,3,4,57,3,3,120,0
437,3,4,121,52,3,2,243,0
397,4,3,123,57,3,3,253,0
370,5,3,122,54,3,3,247,0
467,55,53,122,50,3,4,340,1
362,4,3,4,53,3,5,125,0
419,4,2,4,54,4,4,135,0
462,53,53,4,50,3,4,214,1
350,4,3,4,50,3,3,118,0
471,54,53,121,56,4,4,340,1
387,3,3,122,48,3,3,235,0
384,3,3,121,50,3,3,235,0
369,4,3,123,50,4,3,235,0
351,3,3,122,45,2,5,232,0
385,4,2,121,54,2,3,264,0
519,55,53,5,61,4,5,242,1
362,4,3,4,54,3,3,122,0
369,3,3,121,51,3,4,238,0
386,5,3,4,72,3,4,145,0
375,5,3,4,57,3,4,128,0
407,5,3,122,58,4,4,267,0
389,3,2,122,51,2,6,237,0
544,4,48,122,53,52,51,397,2
371,3,3,122,55,2,3,239,0
358,3,2,123,52,3,4,241,0
531,4,49,123,58,49,48,378,2
389,3,3,5,60,3,3,129,0
448,54,53,123,52,2,3,337,1
353,3,2,3,53,3,3,117,0
388,4,3,3,55,3,4,128,0
377,3,4,122,51,4,3,255,0
362,3,3,4,53,2,3,117,0
381,3,3,5,60,4,3,134,0
378,3,2,4,52,3,3,119,0
373,4,2,121,55,3,3,248,0
398,4,3,4,55,2,3,122,0
555,5,50,122,62,50,50,410,2
576,6,49,4,60,53,51,288,2
357,4,4,5,58,3,3,131,0
461,6,2,5,59,4,4,142,0
472,5,2,121,48,4,5,239,0
491,56,53,122,53,4,3,358,1
507,54,53,122,55,4,3,346,1
402,4,3,122,60,3,2,251,0
386,4,3,122,58,3,4,240,0
497,54,53,5,59,3,4,227,1
384,5,3,122,53,4,3,243,0
373,4,3,4,50,4,3,117,0
473,53,52,122,51,3,3,333,1
379,4,3,122,56,3,3,243,0
467,53,53,123,56,3,5,342,1
385,4,3,123,54,3,3,244,0
492,4,49,3,52,49,49,254,2
357,8,3,4,52,4,4,124,0
415,3,3,5,53,4,4,136,0
376,4,2,4,47,3,4,117,0
357,4,3,4,47,2,4,114,0
392,8,3,123,57,4,4,252,0
369,4,2,122,53,2,3,233,0
371,4,3,123,54,3,3,242,0
500,54,52,3,58,3,3,224,1
473,54,52,4,46,3,4,219,1
366,3,2,4,49,3,4,114,0
487,54,53,122,54,5,4,343,1
388,4,2,123,50,3,3,236,0
374,3,3,4,51,3,3,122,0
410,5,3,122,65,4,4,265,0
422,6,3,121,70,4,5,277,0
371,4,3,123,59,3,3,243,0
415,2,3,122,51,4,2,269,0
395,4,3,3,58,3,4,129,0
364,3,3,122,53,3,3,234,0
469,54,53,122,53,3,3,341,1
382,3,3,4,60,3,4,126,0
369,4,2,3,49,4,3,114,0
401,5,2,2,53,4,4,131,0
414,5,3,122,62,4,4,280,0
354,4,3,4,53,3,3,115,0
356,4,2,4,48,3,3,113,0
475,54,52,4,53,3,3,221,1
368,4,3,3,52,2,4,114,0
369,3,4,122,60,3,3,247,0
357,4,3,4,47,3,3,112,0
428,4,4,123,54,4,4,247,0
367,4,3,4,51,3,3,124,0
395,4,3,122,54,3,3,243,0
358,4,2,121,49,4,3,232,0
377,4,2,122,50,3,3,236,0
377,3,2,122,50,3,3,231,0
363,4,2,122,54,3,4,235,0
382,4,3,122,53,3,3,243,0
412,4,2,3,51,3,3,126,0
356,4,3,4,54,3,3,119,0
402,4,2,4,61,3,4,138,0
390,5,3,122,60,3,2,249,0
346,4,3,122,54,3,3,241,0
357,4,3,122,50,4,3,231,0
354,3,2,122,47,3,3,228,0
415,5,4,4,61,4,4,145,0
