Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
382,6,3,44,58,3,3,169,0
536,3,4,45,143,72,2,316,2
389,4,3,44,60,3,2,167,0
370,4,4,5,58,2,4,125,0
367,6,2,4,56,3,4,123,0
385,4,4,45,62,3,3,170,0
359,4,3,5,60,2,3,120,0
399,5,3,4,60,3,4,129,0
390,3,5,43,61,3,4,171,0
379,5,3,44,54,3,4,161,0
390,4,4,5,66,3,3,138,0
524,4,3,4,137,72,3,268,2
375,3,4,4,58,3,3,124,0
373,3,3,4,58,3,3,125,0
372,3,3,4,64,3,3,127,0
509,4,3,4,132,72,4,267,2
523,5,4,45,72,3,103,294,1
461,4,4,45,59,3,103,269,1
542,4,4,6,147,72,3,289,2
415,6,3,44,64,3,4,184,0
384,4,3,45,63,3,2,170,0
394,4,4,45,60,3,4,177,0
425,7,4,45,69,4,5,205,0
393,5,3,3,63,3,3,141,0
499,4,4,4,68,3,103,237,1
384,3,5,4,60,3,3,130,0
381,3,3,6,62,3,3,132,0
464,4,3,4,65,3,103,230,1
381,3,2,4,67,3,3,130,0
426,3,3,5,69,3,3,134,0
386,3,4,45,63,2,3,164,0
376,3,4,5,57,3,3,123,0
366,4,3,45,60,3,6,172,0
500,4,3,43,55,3,103,263,1
532,4,4,4,142,72,4,279,2
520,3,3,5,134,71,3,269,2
486,6,4,45,81,4,3,197,0
360,3,2,44,58,3,4,166,0
384,4,3,44,55,3,3,158,0
430,5,5,4,59,3,4,136,0
527,3,3,5,135,72,3,271,2
366,3,3,46,65,3,3,174,0
543,3,3,5,140,72,3,278,2
358,4,3,45,57,2,3,157,0
369,3,4,4,56,4,3,118,0
355,3,3,5,58,3,3,124,0
439,3,3,4,52,4,3,115,0
492,5,3,44,52,3,104,266,1
370,4,3,44,54,3,3,161,0
352,3,3,4,57,4,3,121,0
354,3,3,44,60,3,3,166,0
479,3,3,45,62,3,103,273,1
403,4,3,4,59,3,2,127,0
518,3,4,45,139,72,2,311,2
373,3,3,5,56,3,2,125,0
529,4,3,4,143,72,3,280,2
370,3,4,45,65,3,3,174,0
580,5,4,43,144,71,3,343,2
387,4,4,45,68,2,2,168,0
433,6,4,45,69,4,4,194,0
544,4,4,5,148,72,3,292,2
459,4,3,44,61,3,102,261,1
378,4,4,4,61,3,3,127,0
535,5,4,6,146,72,4,287,2
370,3,3,45,58,3,3,160,0
366,4,3,3,60,3,3,124,0
479,4,4,4,59,4,103,232,1
422,6,4,46,68,5,4,195,0
350,3,3,3,58,2,4,120,0
366,2,4,45,60,3,3,162,0
468,4,2,5,60,3,102,229,1
379,4,4,44,65,3,3,175,0
365,2,3,45,51,2,2,150,0
365,3,3,3,57,3,3,117,0
406,4,3,44,63,2,7,186,0
373,4,3,4,59,3,3,129,0
381,3,3,5,68,3,3,132,0
377,4,3,4,67,3,4,142,0
365,4,3,5,57,3,3,120,0
380,3,3,45,60,2,4,168,0
368,4,3,43,61,3,3,166,0
545,5,4,5,142,72,4,282,2
377,3,3,44,56,4,3,159,0
385,3,3,44,58,3,4,169,0
475,5,3,44,60,2,103,270,1
364,4,3,5,52,2,3,123,0
363,3,3,4,52,2,2,110,0
448,6,5,6,71,4,4,154,0
369,3,3,46,58,3,3,159,0
397,5,3,4,60,3,4,136,0
379,7,3,4,58,3,3,132,0
366,3,3,44,60,2,3,163,0
383,3,3,45,64,3,3,170,0
509,3,3,5,140,72,3,273,2
384,4,3,45,60,4,3,168,0
380,5,4,5,54,2,3,122,0
403,4,4,45,81,2,3,184,0
362,3,4,44,54,2,4,157,0
519,4,3,3,142,72,3,273,2
402,3,3,44,58,3,4,166,0
498,5,3,5,63,3,103,234,1
390,3,3,4,52,3,3,119,0
442,5,5,46,73,3,3,199,0
477,6,2,44,55,3,102,263,1
364,4,4,45,58,2,3,163,0
382,4,3,5,58,3,3,129,0
392,3,2,5,69,2,3,133,0
342,4,2,44,56,3,3,156,0
517,4,3,4,143,72,3,276,2
369,3,3,5,62,3,3,132,0
378,4,2,45,61,3,3,159,0
386,4,3,3,59,3,3,139,0
445,5,4,45,77,4,3,206,0
388,4,3,44,69,3,3,174,0
475,7,3,45,54,2,102,267,1
386,4,4,45,56,3,3,166,0
372,3,4,44,63,3,3,169,0
521,3,4,45,141,72,2,315,2
523,4,3,44,139,71,3,309,2
383,3,3,5,64,3,4,128,0
377,3,3,44,59,2,3,161,0
516,3,3,4,138,71,3,270,2
383,3,4,5,61,2,2,129,0
360,5,3,44,57,7,5,177,0
383,3,3,45,62,3,3,168,0
399,3,3,3,68,4,5,133,0
380,3,3,6,59,3,3,127,0
382,6,4,45,67,3,3,177,0
384,3,4,5,60,4,4,124,0
364,3,4,4,59,2,3,125,0
453,5,4,5,61,2,4,163,0
398,3,3,45,65,3,3,171,0
359,3,3,44,58,3,3,167,0
377,4,3,44,64,4,4,187,0
386,6,3,43,56,3,4,163,0
423,6,5,6,64,3,3,154,0
375,5,4,43,62,3,3,167,0
375,3,3,5,58,3,4,128,0
380,4,3,3,58,2,3,125,0
552,4,4,45,143,73,2,328,2
368,3,4,4,63,3,4,132,0
381,3,3,4,62,2,4,131,0
351,4,4,46,65,3,3,168,0
420,4,4,5,59,3,4,143,0
368,6,4,4,55,3,3,125,0
390,8,3,43,63,7,3,191,0
361,3,3,45,57,2,3,168,0
541,4,2,44,141,72,4,316,2
355,4,3,5,56,3,3,122,0
399,4,2,45,55,3,3,174,0
363,3,4,44,60,2,3,159,0
363,3,3,43,58,3,3,153,0
544,5,3,4,138,72,3,283,2
446,4,3,5,56,3,102,217,1
392,5,4,5,64,3,3,141,0
354,3,3,44,54,3,3,160,0
396,3,5,44,66,3,4,174,0
377,4,3,5,57,3,2,119,0
538,4,4,45,149,72,2,331,2
381,4,4,5,59,2,3,120,0
393,4,3,44,63,3,2,177,0
382,4,2,4,56,3,4,131,0
476,3,4,45,66,2,102,273,1
378,4,3,45,54,2,3,161,0
367,2,3,4,53,3,3,113,0
353,3,4,45,61,4,4,168,0
419,5,3,44,63,4,4,185,0
379,3,4,44,65,2,3,171,0
369,3,3,45,62,3,3,166,0
389,4,3,44,56,3,4,168,0
523,3,3,45,138,72,3,318,2
356,3,3,4,55,2,2,110,0
385,3,4,5,56,2,3,123,0
380,3,4,4,54,5,4,122,0
365,3,3,45,65,3,3,168,0
391,4,3,44,62,3,4,169,0
396,5,4,6,72,3,3,144,0
385,5,3,4,58,3,4,126,0
535,3,3,45,150,72,3,326,2
392,5,4,45,69,3,3,178,0
373,3,3,44,70,3,3,176,0
415,4,4,45,65,3,3,181,0
454,4,3,4,60,2,102,225,1
351,3,3,5,52,2,6,111,0
348,2,3,45,58,2,3,150,0
408,4,3,45,69,4,4,195,0
602,5,5,5,153,75,4,315,2
575,5,3,4,143,72,4,284,2
493,4,3,44,54,3,102,258,1
383,3,3,4,63,4,3,129,0
424,5,2,4,64,4,4,146,0
407,5,3,45,63,3,3,180,0
377,3,4,46,57,2,3,165,0
392,5,3,44,57,3,3,167,0
363,3,3,44,55,3,3,155,0
417,5,3,43,66,4,4,185,0
401,6,4,44,54,3,3,172,0
399,5,3,45,68,3,3,178,0
559,5,3,45,140,72,4,328,2
404,6,3,5,56,3,4,130,0
360,5,3,43,56,2,2,159,0
379,3,5,6,66,2,3,130,0
383,3,3,45,60,4,3,164,0
382,4,3,44,60,2,3,168,0
393,4,3,45,69,3,3,180,0
377,4,4,4,58,3,3,125,0
384,5,3,3,58,2,5,131,0
362,2,4,45,63,3,3,165,0
449,3,3,4,64,3,5,132,0
377,5,3,3,56,4,5,126,0
383,4,3,4,58,3,3,124,0
379,2,2,43,50,2,3,151,0
385,4,2,44,56,3,2,177,0
378,4,4,4,57,3,3,122,0
540,3,3,5,144,73,4,282,2
349,3,4,4,63,3,2,124,0
406,4,3,5,58,2,4,134,0
384,4,3,4,67,3,3,137,0
363,4,3,44,54,2,3,155,0
382,4,4,45,52,3,3,157,0
497,3,3,45,60,3,103,276,1
386,4,3,44,60,3,3,164,0
469,5,3,44,67,3,102,269,1
383,4,3,4,58,3,3,129,0
384,4,4,44,67,3,3,166,0
384,3,3,4,66,2,3,135,0
390,5,4,5,60,3,3,133,0
359,3,4,3,59,3,3,119,0
402,3,3,4,58,3,3,120,0
482,3,3,45,60,3,102,268,1
369,5,2,44,58,4,2,164,0
521,3,4,5,140,73,3,274,2
355,4,3,4,45,2,3,104,0
385,3,5,44,61,3,3,170,0
363,4,3,5,56,3,3,115,0
373,4,4,4,67,3,3,130,0
454,6,5,43,68,4,2,188,0
387,3,3,4,62,3,3,132,0
379,4,3,4,57,3,3,125,0
369,4,3,5,54,3,3,120,0
464,4,4,5,57,3,103,226,1
364,3,3,4,60,3,3,129,0
373,5,3,44,53,3,4,158,0
