Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
358,2,3,3,52,3,2,116,0
347,3,3,4,45,3,4,107,0
377,4,3,3,46,3,3,109,0
547,5,3,3,129,3,79,269,2
367,3,3,4,55,3,2,122,0
357,3,2,4,51,3,3,115,0
358,4,2,4,50,3,3,112,0
373,3,3,4,59,3,2,124,0
352,3,3,5,49,3,3,117,0
386,3,3,133,60,3,4,257,0
360,3,4,4,49,4,3,118,0
374,4,2,4,46,2,5,115,0
363,3,4,133,56,3,2,251,0
346,2,3,133,47,3,2,240,0
396,5,2,133,48,4,5,259,0
365,4,3,133,52,3,4,254,0
370,3,3,134,55,3,3,247,0
334,3,3,133,49,3,3,243,0
499,3,2,4,50,3,151,256,1
503,3,3,133,52,2,152,393,1
370,4,2,3,50,3,2,119,0
398,5,3,133,55,5,5,266,0
528,3,2,133,142,3,79,412,2
372,3,4,5,57,3,4,123,0
324,3,2,3,47,3,3,107,0
493,2,2,133,48,3,151,388,1
376,4,2,133,48,3,4,251,0
414,3,3,133,50,3,2,240,0
337,3,2,132,47,3,2,236,0
526,3,2,133,127,3,79,403,2
350,3,3,133,46,3,3,242,0
350,3,3,3,58,3,3,118,0
374,3,2,3,48,3,3,120,0
373,3,3,134,52,3,3,252,0
512,3,3,4,135,3,79,282,2
368,4,3,132,44,3,3,239,0
372,3,2,4,54,2,2,128,0
375,3,2,3,46,3,4,117,0
436,5,2,133,51,3,3,252,0
350,3,3,133,52,3,3,241,0
344,2,3,5,47,2,3,108,0
354,1,2,4,48,4,2,111,0
427,7,3,5,53,4,5,134,0
366,3,2,4,45,2,4,109,0
358,4,2,132,48,4,3,245,0
357,3,2,4,51,3,3,111,0
364,3,2,133,44,4,4,238,0
371,3,3,4,57,3,3,124,0
332,3,2,133,42,2,3,231,0
373,3,3,134,61,3,4,256,0
379,5,3,133,56,5,4,261,0
355,2,2,133,47,3,2,233,0
483,3,3,4,50,2,151,261,1
520,3,3,4,50,3,152,261,1
355,3,2,5,46,3,3,116,0
372,3,3,133,51,3,3,246,0
353,4,3,133,51,3,3,244,0
356,2,3,4,45,2,4,110,0
465,6,4,134,63,4,6,290,0
376,4,3,133,48,2,3,242,0
378,3,3,4,53,3,4,123,0
381,3,3,4,48,2,4,116,0
351,3,4,4,42,3,3,108,0
382,3,3,133,49,4,3,243,0
364,3,2,133,49,2,2,240,0
350,3,3,132,49,3,3,239,0
383,4,4,5,53,3,4,125,0
522,4,3,133,42,4,152,388,1
401,4,4,132,57,3,3,246,0
374,4,2,4,57,3,3,124,0
404,3,2,4,54,3,3,123,0
501,4,3,134,47,3,152,392,1
373,3,2,133,53,3,3,250,0
413,3,2,133,57,3,2,252,0
351,2,3,4,47,2,2,111,0
506,4,2,133,57,3,152,405,1
394,5,3,5,55,4,3,138,0
350,3,3,133,49,3,4,243,0
359,3,3,133,51,2,3,249,0
357,3,3,4,49,3,3,115,0
362,3,3,133,46,2,3,240,0
424,3,2,3,48,3,4,114,0
430,5,3,133,49,4,4,253,0
362,4,3,133,51,3,2,241,0
361,3,3,3,45,3,3,114,0
515,3,3,133,48,3,153,393,1
348,2,4,134,50,3,3,246,0
344,3,3,4,52,3,4,122,0
378,3,3,5,55,3,3,121,0
353,3,3,4,53,3,4,120,0
355,3,3,3,53,3,3,116,0
381,3,4,5,47,2,3,115,0
379,3,3,5,48,2,3,117,0
335,3,3,133,51,3,3,246,0
546,4,3,133,58,3,151,406,1
375,4,3,133,48,3,3,243,0
363,4,3,133,53,2,3,253,0
358,2,3,4,46,3,2,114,0
468,3,3,133,44,3,4,241,0
514,3,3,4,51,2,152,267,1
560,2,3,4,132,2,79,273,2
341,3,2,132,49,3,3,244,0
340,3,3,133,49,3,2,247,0
356,4,3,4,49,3,3,117,0
334,3,3,4,47,3,3,113,0
345,4,3,4,46,3,3,110,0
512,2,2,4,127,3,80,270,2
362,3,4,4,50,2,3,119,0
359,3,3,133,52,3,3,251,0
531,6,4,134,134,5,80,415,2
396,3,3,4,46,2,4,120,0
370,4,3,4,47,3,3,113,0
550,4,3,133,53,3,152,402,1
336,2,2,5,48,2,3,113,0
363,3,3,133,48,3,3,248,0
362,4,2,133,49,2,3,242,0
397,4,2,5,43,5,6,122,0
376,3,2,132,44,3,3,236,0
373,3,3,132,46,3,4,244,0
333,4,3,133,47,2,3,239,0
524,3,3,134,49,3,152,391,1
384,3,3,4,57,3,3,128,0
372,2,2,4,45,3,4,115,0
369,3,3,134,53,3,3,247,0
551,3,4,4,134,3,79,281,2
361,3,2,4,49,3,2,112,0
370,3,3,133,51,4,2,247,0
349,3,2,4,48,3,3,109,0
335,3,2,4,38,3,3,102,0
359,2,3,133,47,2,3,241,0
363,3,2,3,51,4,3,119,0
350,3,2,133,46,3,3,241,0
352,3,3,133,52,3,3,248,0
514,4,3,134,62,3,151,405,1
401,3,2,4,56,2,3,116,0
365,2,3,3,45,3,3,109,0
348,2,2,4,50,3,3,115,0
367,3,3,133,48,3,3,246,0
401,4,2,134,53,4,4,261,0
377,3,2,133,56,2,2,241,0
406,6,3,132,47,4,3,247,0
363,3,3,133,50,3,4,243,0
369,2,2,133,53,3,3,252,0
353,3,2,132,46,2,3,236,0
380,3,2,4,55,3,3,124,0
368,3,3,3,48,3,4,115,0
346,4,3,3,44,2,3,107,0
382,3,3,4,48,3,3,121,0
368,3,3,133,53,4,3,250,0
366,3,2,3,50,2,3,111,0
377,3,4,138,61,3,3,265,0
379,3,3,3,51,3,3,118,0
345,4,3,133,51,3,3,245,0
520,3,3,4,136,3,79,281,2
362,3,3,133,46,3,3,246,0
590,5,3,133,46,3,152,397,1
499,2,2,133,50,3,151,393,1
491,3,3,4,49,3,151,263,1
523,4,2,133,134,4,80,408,2
514,4,3,4,126,3,79,268,2
367,3,2,4,53,3,3,120,0
353,3,1,133,52,3,4,241,0
367,3,3,4,51,3,3,119,0
354,4,3,3,49,4,2,115,0
431,6,3,4,57,5,3,155,0
357,2,2,3,52,3,3,112,0
345,3,2,132,51,3,3,245,0
