Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
375,4,3,5,43,3,3,116,0
462,5,35,122,82,37,4,337,1
386,4,3,4,50,3,3,118,0
352,4,2,4,46,3,4,118,0
384,7,2,3,48,4,4,125,0
409,5,3,121,50,4,4,236,0
360,8,3,122,39,3,3,234,0
345,5,3,4,49,4,2,117,0
387,5,3,121,47,3,3,232,0
495,6,35,4,84,37,5,227,1
397,5,3,4,51,5,4,145,0
385,5,2,120,47,4,4,236,0
410,6,2,122,61,3,4,251,0
528,9,4,4,42,3,141,262,2
406,5,3,5,55,3,4,133,0
387,5,3,4,47,3,4,119,0
390,6,3,4,50,4,3,124,0
368,5,3,4,50,3,3,121,0
526,4,3,4,49,4,143,256,2
361,4,2,122,45,4,2,233,0
376,5,3,121,47,4,4,238,0
391,5,2,4,45,4,3,117,0
480,5,2,4,46,3,141,253,2
362,5,3,121,43,4,4,230,0
360,3,3,122,45,3,2,226,0
368,4,2,3,52,4,3,119,0
373,5,3,4,46,5,4,120,0
371,6,3,122,45,3,3,232,0
462,5,35,3,89,36,3,223,1
413,5,3,122,42,4,3,226,0
523,6,2,121,49,2,143,373,2
501,5,2,122,46,3,142,374,2
364,5,2,4,46,2,3,111,0
349,4,3,4,51,3,4,120,0
386,4,2,122,54,3,3,236,0
414,6,3,123,49,5,5,247,0
382,4,2,121,48,3,3,241,0
517,5,3,4,46,4,141,251,2
374,5,3,122,54,4,3,243,0
345,5,3,122,43,2,2,221,0
374,4,3,5,50,4,4,122,0
334,6,2,121,45,3,4,228,0
380,4,3,4,49,4,4,122,0
389,4,2,4,44,3,3,111,0
501,6,3,121,47,3,142,372,2
393,4,2,123,75,3,3,256,0
394,5,3,122,50,3,4,247,0
395,5,3,4,54,4,4,122,0
566,5,2,123,54,3,142,376,2
368,5,3,121,46,5,3,234,0
381,6,2,121,48,3,4,237,0
354,6,2,4,40,3,4,108,0
