Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
370,3,3,4,51,2,3,111,0
361,4,2,154,46,3,3,262,0
376,3,4,155,58,3,3,278,0
380,3,2,154,49,3,2,265,0
388,3,3,154,54,2,3,263,0
386,5,3,4,56,3,3,125,0
366,3,3,154,50,3,2,254,0
359,3,3,4,50,3,3,116,0
353,3,3,3,53,2,3,120,0
370,3,3,153,48,3,3,256,0
423,5,3,153,50,4,6,289,0
481,3,57,154,112,3,3,381,2
368,3,3,154,48,1,3,260,0
340,4,3,3,53,3,3,113,0
360,4,3,154,59,3,4,278,0
377,4,3,154,50,3,3,263,0
355,3,2,3,49,2,3,112,0
466,5,3,154,42,3,3,260,0
511,3,2,154,128,76,3,413,1
366,3,3,153,45,2,3,257,0
353,4,3,154,48,3,3,264,0
364,3,3,154,49,3,3,264,0
349,3,3,4,47,3,3,108,0
479,4,58,153,108,3,4,380,2
379,4,3,153,49,2,3,260,0
367,2,3,154,45,1,2,251,0
356,4,3,4,48,3,3,112,0
373,4,3,3,43,4,3,111,0
375,4,3,4,56,3,3,120,0
355,4,2,5,44,3,3,118,0
357,4,3,3,51,3,4,116,0
350,2,3,4,42,1,2,101,0
469,3,58,154,110,4,3,375,2
508,3,3,154,132,76,3,420,1
364,4,3,153,43,3,4,258,0
402,3,2,154,49,2,2,254,0
371,4,3,154,49,3,3,266,0
350,3,3,3,52,3,3,109,0
367,4,2,3,50,3,2,115,0
531,4,57,154,119,3,3,389,2
355,3,3,153,42,3,3,255,0
367,4,3,4,46,4,3,114,0
477,4,58,4,108,3,3,229,2
369,4,2,154,45,3,3,257,0
344,4,3,154,54,3,3,275,0
366,4,3,154,47,2,3,263,0
370,3,3,155,50,3,3,267,0
510,5,58,4,113,4,2,241,2
384,4,3,3,46,2,3,108,0
376,4,3,4,49,3,4,123,0
348,3,2,4,45,3,2,103,0
521,3,4,5,127,76,3,266,1
356,2,3,5,46,3,4,110,0
375,4,3,154,54,3,3,276,0
369,4,3,154,49,3,3,268,0
364,3,2,154,47,3,2,260,0
378,3,2,153,48,3,3,262,0
365,3,3,4,50,3,3,112,0
341,3,3,153,49,3,4,261,0
394,3,2,3,46,2,3,108,0
373,3,2,154,47,4,3,256,0
367,3,3,153,47,2,3,257,0
355,4,3,4,51,3,3,112,0
347,3,2,4,51,3,3,115,0
382,4,3,154,51,2,3,273,0
342,3,3,5,52,4,3,118,0
366,4,3,154,47,3,3,257,0
364,3,4,154,48,3,3,258,0
412,3,3,154,50,3,4,265,0
359,3,2,154,52,3,3,261,0
347,3,2,153,46,2,2,256,0
368,4,3,154,48,5,2,272,0
365,5,3,4,55,4,3,125,0
369,3,2,154,44,3,2,249,0
710,4,3,484,47,3,3,929,0
536,4,3,4,134,77,2,268,1
362,3,2,154,48,2,2,257,0
541,3,3,4,151,75,3,292,1
356,4,3,154,48,2,2,259,0
378,4,3,4,46,3,3,111,0
374,2,3,154,49,3,4,257,0
404,4,2,152,41,3,4,251,0
386,4,3,154,46,2,3,256,0
364,3,3,155,47,3,2,261,0
363,4,3,153,49,2,3,260,0
350,3,2,153,46,3,4,256,0
348,3,2,154,44,2,3,255,0
372,3,3,153,47,3,3,262,0
389,5,2,154,58,3,4,280,0
378,3,1,154,49,3,3,260,0
366,3,2,154,46,3,3,259,0
372,3,2,4,47,3,4,110,0
361,3,3,3,51,3,3,109,0
474,4,59,3,113,3,3,235,2
536,5,63,154,117,6,3,409,2
477,4,58,4,110,2,3,229,2
356,3,2,153,47,2,3,263,0
340,3,3,3,45,2,3,104,0
350,3,2,153,54,3,3,265,0
519,3,2,154,128,76,3,412,1
370,3,3,3,53,3,3,118,0
354,4,2,154,44,3,3,256,0
361,3,3,4,48,3,3,115,0
347,3,2,3,51,3,2,111,0
358,4,3,6,48,4,3,119,0
468,3,57,3,108,3,3,222,2
366,4,2,4,46,3,4,108,0
366,3,2,5,46,3,3,111,0
329,3,2,4,43,2,3,99,0
363,4,2,4,52,3,3,109,0
382,3,2,154,50,3,3,260,0
374,3,3,153,51,2,3,262,0
968,3,3,3,41,3,2,98,0
348,3,4,4,51,3,3,119,0
365,3,3,4,47,2,3,114,0
363,4,3,154,51,2,3,263,0
516,3,3,4,128,76,3,266,1
363,2,3,153,51,3,3,263,0
387,3,2,154,47,3,2,260,0
372,3,3,4,47,3,3,107,0
354,4,2,4,48,3,3,112,0
363,5,3,4,48,3,3,117,0
349,5,2,4,49,3,4,113,0
359,3,3,5,54,2,3,124,0
457,5,2,155,56,3,4,270,0
372,3,3,154,51,2,3,271,0
341,3,3,153,49,3,3,263,0
352,4,2,153,45,2,3,257,0
366,2,2,153,48,2,3,258,0
409,5,3,3,41,3,4,118,0
338,3,3,4,45,3,3,106,0
364,3,3,3,48,2,3,108,0
375,4,2,3,45,3,3,111,0
389,4,4,5,58,3,3,124,0
518,4,3,154,134,76,3,422,1
358,5,2,4,45,3,4,115,0
378,3,2,4,46,3,3,112,0
344,3,3,4,50,3,3,113,0
384,4,2,154,42,3,3,257,0
509,3,2,4,128,75,2,264,1
368,4,3,4,54,2,3,113,0
387,5,3,4,53,4,4,126,0
363,4,2,154,51,2,2,264,0
339,3,2,4,46,3,3,108,0
429,7,3,153,57,5,4,294,0
383,4,3,154,51,3,3,266,0
376,3,2,154,50,3,3,262,0
474,3,58,154,104,2,3,370,2
386,3,2,154,54,3,3,269,0
369,3,3,154,50,2,3,261,0
515,3,3,153,129,77,3,419,1
349,4,4,5,56,3,3,119,0
467,3,58,154,107,1,2,373,2
527,4,3,4,136,77,3,280,1
396,4,3,155,45,2,3,262,0
373,3,2,154,47,3,3,257,0
348,4,3,4,45,4,3,111,0
347,3,3,154,47,2,4,264,0
516,5,59,155,116,3,4,397,2
364,4,2,154,48,3,3,264,0
366,4,3,4,51,3,4,120,0
453,4,58,3,110,1,3,227,2
380,3,2,4,52,4,4,122,0
363,4,3,154,48,4,3,259,0
356,3,2,154,49,4,3,262,0
430,6,3,154,57,4,5,300,0
376,4,2,4,49,3,4,115,0
538,4,2,3,124,77,3,267,1
369,4,2,154,50,3,4,266,0
348,3,2,154,45,3,3,259,0
349,3,3,4,51,3,4,119,0
394,5,3,3,56,3,4,139,0
345,3,3,4,48,3,3,109,0
373,3,3,4,48,3,4,113,0
354,3,2,3,47,3,3,110,0
470,4,58,154,113,2,3,386,2
522,3,3,155,124,76,3,412,1
461,3,58,4,109,3,3,227,2
364,3,3,154,49,3,3,260,0
479,4,57,153,112,3,3,378,2
405,5,2,155,52,3,3,279,0
359,3,2,154,48,3,3,265,0
572,5,59,154,115,3,4,395,2
522,4,3,155,128,76,3,419,1
347,3,2,3,47,3,3,108,0
364,4,2,154,50,3,4,267,0
358,3,3,4,47,3,3,109,0
347,3,2,4,46,3,2,101,0
354,2,2,154,44,3,3,255,0
397,5,3,4,50,3,4,127,0
384,4,2,154,45,3,3,260,0
362,4,2,153,47,3,3,262,0
371,3,3,4,51,3,4,120,0
346,4,3,4,46,3,4,113,0
458,4,2,154,44,3,3,260,0
383,5,3,4,49,5,2,116,0
355,3,2,153,43,4,5,256,0
350,4,2,3,44,2,2,107,0
369,3,3,154,46,3,1,257,0
358,4,3,4,56,3,3,120,0
