Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
394,4,3,4,47,3,4,122,0
483,59,3,4,115,2,4,245,1
389,4,4,123,55,3,3,242,0
382,4,4,123,60,3,2,244,0
381,3,4,122,50,2,3,234,0
430,6,3,122,59,3,3,257,0
379,4,3,4,59,3,4,128,0
374,3,3,5,54,4,3,123,0
406,5,4,4,52,3,3,125,0
380,4,3,122,64,3,2,244,0
391,4,2,4,53,3,4,126,0
402,4,3,122,51,3,3,239,0
393,3,2,123,53,3,3,236,0
355,4,3,4,54,3,3,121,0
395,3,3,4,53,3,3,125,0
397,4,3,122,49,3,3,237,0
369,4,2,122,56,2,4,243,0
361,4,3,4,52,3,3,123,0
417,5,4,122,64,3,3,270,0
508,4,67,3,52,8,70,261,2
484,58,3,5,117,4,3,248,1
379,4,2,122,53,3,2,240,0
369,4,3,122,50,2,3,232,0
369,4,4,4,63,2,4,135,0
343,3,4,4,49,2,2,116,0
339,3,3,4,51,2,3,115,0
355,3,3,4,54,3,3,118,0
350,3,2,3,53,3,3,115,0
350,3,2,4,46,3,2,112,0
402,3,3,4,52,3,3,113,0
363,4,4,123,61,3,3,248,0
378,8,3,5,53,4,3,127,0
376,5,2,4,50,3,3,120,0
411,5,3,122,55,3,3,253,0
399,7,2,121,49,2,2,239,0
353,4,2,121,52,2,3,236,0
354,4,3,122,56,3,3,238,0
374,4,3,4,48,3,4,129,0
393,5,4,123,55,3,2,246,0
367,3,3,122,54,3,3,242,0
357,4,2,4,55,2,3,123,0
490,3,67,3,49,2,68,242,2
383,3,3,122,49,3,3,233,0
534,59,3,3,113,4,3,245,1
378,4,3,4,46,3,4,114,0
503,60,3,122,112,3,3,363,1
358,4,3,4,48,2,3,111,0
362,4,3,5,52,3,4,120,0
545,59,3,123,117,3,3,358,1
371,5,2,4,54,3,3,119,0
462,6,4,123,71,4,4,292,0
366,6,3,123,64,2,2,250,0
490,4,67,122,55,2,67,365,2
380,4,2,122,54,3,3,243,0
385,6,3,4,58,3,3,132,0
386,4,3,122,51,2,3,237,0
484,59,4,5,113,2,3,236,1
385,2,3,122,54,2,3,236,0
376,5,3,122,51,2,2,236,0
496,60,3,122,111,2,3,361,1
379,2,3,122,55,2,3,233,0
369,4,2,121,54,3,3,235,0
370,4,3,124,60,2,3,248,0
486,4,67,4,52,3,67,248,2
485,59,3,5,111,2,3,240,1
394,4,2,4,51,3,4,120,0
371,3,3,123,61,3,4,249,0
380,4,3,123,58,2,3,246,0
521,3,68,4,55,3,67,255,2
357,4,3,122,50,3,3,241,0
487,3,67,3,55,3,68,250,2
389,4,2,122,49,3,4,235,0
394,3,3,4,54,3,3,123,0
484,3,67,122,52,3,66,366,2
382,4,2,4,61,2,3,133,0
394,6,3,4,59,3,3,129,0
368,3,3,4,50,3,4,112,0
351,3,2,122,53,2,3,243,0
378,3,3,121,47,3,3,227,0
384,4,3,122,57,3,3,247,0
364,3,3,122,50,2,4,233,0
377,5,2,122,49,3,4,239,0
356,5,3,122,55,3,3,243,0
482,4,67,4,55,3,66,245,2
370,4,2,4,56,2,3,124,0
386,4,3,4,50,3,2,128,0
486,59,3,3,112,2,3,239,1
366,4,3,122,57,2,2,240,0
444,6,3,4,63,4,4,164,0
368,4,3,122,59,2,3,246,0
371,3,2,122,56,2,4,240,0
379,4,2,5,55,2,2,123,0
