Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
408,5,3,162,56,3,3,292,0
385,4,3,163,56,3,3,291,0
372,3,2,162,54,4,2,283,0
411,7,3,4,51,3,3,127,0
379,3,2,4,50,4,3,119,0
465,4,53,163,55,3,53,376,1
368,4,5,162,54,3,3,280,0
374,3,2,162,53,3,3,279,0
365,2,3,4,55,3,4,119,0
381,4,3,4,76,4,3,139,0
380,4,2,163,60,2,3,289,0
411,5,4,162,61,3,4,289,0
394,4,3,161,47,2,3,263,0
368,4,3,4,55,3,3,121,0
552,6,3,162,118,49,49,436,2
359,3,6,4,52,3,4,123,0
379,4,4,163,61,3,3,288,0
367,4,3,4,50,3,3,119,0
397,4,2,162,53,3,3,269,0
389,4,3,162,56,3,3,281,0
363,3,3,5,52,2,3,118,0
362,3,4,4,54,3,3,124,0
408,4,3,161,54,4,4,281,0
363,4,3,162,55,3,2,277,0
389,6,4,4,60,2,4,147,0
386,4,4,5,60,4,4,133,0
388,3,3,162,58,3,3,279,0
388,4,3,162,53,2,3,278,0
368,3,3,5,55,3,3,127,0
454,9,4,4,51,3,3,133,0
386,5,3,164,62,3,4,296,0
363,5,3,163,56,3,3,282,0
374,4,3,163,59,3,3,284,0
367,4,3,162,52,2,3,279,0
559,4,2,4,110,48,49,271,2
457,6,4,5,75,4,3,166,0
483,4,53,162,52,3,53,375,1
385,4,3,163,61,3,3,285,0
377,4,2,162,53,3,3,279,0
491,4,3,162,58,3,2,287,0
367,4,2,4,56,3,3,119,0
502,3,3,162,116,49,49,436,2
373,4,3,4,57,3,3,120,0
397,5,4,5,54,2,3,130,0
364,4,3,162,59,2,3,281,0
385,4,4,4,58,3,3,129,0
368,4,3,4,52,2,3,119,0
437,4,4,163,58,3,3,288,0
389,4,3,21,53,2,2,150,0
418,4,3,163,54,3,5,298,0
400,8,3,5,57,2,3,132,0
531,4,3,162,112,49,49,426,2
466,4,53,162,52,3,53,377,1
375,4,3,4,49,3,3,119,0
470,5,2,161,45,3,4,271,0
372,5,2,161,59,3,2,280,0
413,4,4,163,70,3,3,303,0
369,4,2,5,58,2,3,125,0
359,4,3,4,53,3,3,121,0
364,5,3,5,54,2,2,121,0
388,5,3,4,53,3,3,121,0
406,5,3,163,63,3,3,306,0
356,5,3,4,50,3,3,125,0
427,6,3,162,59,3,4,302,0
369,4,2,4,56,3,3,124,0
387,5,3,162,51,3,3,277,0
361,3,3,162,54,3,3,274,0
399,5,3,162,55,3,3,277,0
425,5,4,163,58,4,4,302,0
541,4,3,4,120,49,49,278,2
392,3,3,4,59,2,3,121,0
406,6,3,4,60,3,3,142,0
371,4,4,5,71,3,3,137,0
382,3,3,161,56,2,2,277,0
468,7,4,5,69,4,3,154,0
368,4,4,6,65,4,3,137,0
409,3,3,5,62,3,3,131,0
346,3,2,4,47,2,3,108,0
489,4,53,4,59,2,53,225,1
390,4,4,162,55,3,2,279,0
374,5,3,162,58,3,3,288,0
517,4,2,162,106,49,49,422,2
508,5,53,162,54,4,54,382,1
386,5,3,162,54,3,2,274,0
391,4,3,162,58,3,2,283,0
361,4,3,162,49,2,2,272,0
470,4,54,162,57,2,53,383,1
472,4,53,4,45,3,53,217,1
529,4,3,4,111,49,49,271,2
475,3,54,163,61,3,53,390,1
543,5,4,4,116,49,49,277,2
386,4,3,4,59,3,4,128,0
369,4,3,5,58,3,3,124,0
411,5,2,4,60,4,3,142,0
357,4,2,5,51,3,3,115,0
452,6,4,6,67,5,4,164,0
375,4,3,4,46,2,3,114,0
396,4,3,4,59,3,3,129,0
373,3,3,162,58,2,3,281,0
367,3,2,162,51,2,4,277,0
396,4,4,4,56,3,3,122,0
396,9,4,5,62,3,3,136,0
394,3,3,162,60,3,3,292,0
383,3,2,4,55,3,3,117,0
473,4,3,162,56,4,2,287,0
379,4,3,162,53,2,4,279,0
377,3,3,162,23,3,3,221,0
390,4,4,162,61,3,3,297,0
384,4,3,162,54,3,2,284,0
490,4,3,161,48,3,3,273,0
365,5,3,162,61,3,3,289,0
550,4,3,163,120,49,48,436,2
416,5,3,4,60,4,3,146,0
385,4,3,162,57,2,3,288,0
392,3,3,162,54,2,2,269,0
376,4,3,4,58,3,3,124,0
354,3,2,4,49,3,2,111,0
382,5,2,161,47,2,3,275,0
426,6,3,4,63,2,4,142,0
381,3,3,5,52,3,3,120,0
383,4,3,4,59,3,3,130,0
409,5,3,162,63,4,5,310,0
436,4,4,7,55,2,4,136,0
402,3,3,163,53,3,3,280,0
541,3,2,4,108,50,49,268,2
428,6,3,5,64,4,4,147,0
414,4,2,162,58,4,4,302,0
