Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
393,4,3,3,49,2,3,120,0
489,5,2,122,50,141,3,371,2
385,4,3,122,54,3,3,239,0
371,5,3,4,51,3,3,123,0
358,4,3,4,50,2,3,109,0
380,4,2,123,48,2,3,232,0
494,4,3,123,93,36,37,349,1
346,3,3,4,42,2,3,105,0
352,5,2,122,44,3,3,223,0
557,9,3,5,49,141,4,263,2
384,5,3,121,49,3,3,239,0
372,5,4,122,53,3,3,238,0
515,3,2,122,47,140,3,365,2
393,5,4,123,49,4,4,251,0
435,6,3,4,59,2,3,139,0
369,3,3,122,52,2,3,234,0
537,5,3,122,49,141,3,376,2
374,3,3,4,52,3,3,115,0
350,4,4,121,48,1,3,229,0
373,5,3,4,56,2,3,122,0
526,5,3,4,57,141,3,261,2
372,4,3,122,44,2,3,232,0
468,3,3,4,93,36,36,221,1
391,4,4,5,53,3,3,124,0
388,4,3,121,56,3,3,231,0
348,2,2,122,47,3,2,225,0
364,3,2,3,47,2,3,112,0
355,3,2,122,54,3,3,236,0
516,5,3,122,49,141,3,378,2
383,5,3,4,46,3,3,122,0
425,4,2,121,47,3,3,264,0
394,5,3,4,55,3,3,140,0
483,4,2,4,47,141,3,248,2
488,3,2,3,49,141,2,253,2
555,5,3,122,54,143,4,390,2
370,4,2,122,45,3,3,233,0
404,4,3,5,50,3,3,113,0
344,4,3,121,47,3,3,228,0
401,5,3,122,50,3,3,249,0
460,3,3,122,90,35,36,338,1
471,5,2,5,93,36,36,227,1
403,4,2,122,50,4,4,249,0
486,4,3,3,92,36,36,222,1
382,4,3,4,47,3,3,118,0
487,3,2,121,47,3,4,230,0
518,3,2,4,53,141,3,257,2
513,4,3,122,50,141,3,371,2
382,4,3,122,52,3,2,238,0
379,4,3,121,55,2,3,235,0
335,3,3,121,51,3,2,226,0
353,4,2,122,48,3,4,230,0
501,4,3,121,90,37,36,344,1
365,4,2,3,47,2,3,108,0
347,4,3,122,51,3,2,235,0
406,4,3,5,55,3,3,128,0
423,5,2,122,64,4,3,263,0
384,4,3,4,48,3,4,121,0
369,3,3,122,50,3,3,231,0
362,4,3,4,49,3,3,114,0
364,4,2,4,53,3,3,117,0
402,6,3,122,55,3,2,254,0
366,3,3,122,51,3,3,235,0
367,4,3,4,56,3,3,119,0
364,4,2,122,61,3,3,248,0
369,4,2,121,49,3,3,230,0
359,3,3,3,52,3,3,116,0
357,4,2,122,46,3,3,228,0
356,3,3,122,49,3,3,236,0
368,7,2,122,50,2,2,231,0
418,5,3,4,58,3,3,142,0
396,4,2,123,51,3,3,232,0
419,5,4,5,53,4,3,126,0
374,3,2,4,50,3,3,108,0
522,5,4,4,99,36,37,249,1
379,4,3,4,54,2,3,119,0
371,3,2,123,45,3,2,232,0
363,4,3,4,52,3,3,120,0
372,2,3,3,52,2,3,112,0
365,3,3,122,53,3,3,238,0
412,5,3,122,55,4,4,265,0
346,3,3,3,39,3,3,113,0
466,4,4,5,93,36,36,226,1
369,4,3,3,50,3,3,116,0
378,4,3,123,52,2,2,234,0
361,3,3,4,53,3,2,114,0
372,3,3,4,52,2,3,116,0
499,4,4,122,95,37,38,351,1
341,3,2,122,51,3,3,231,0
400,5,2,4,56,3,3,127,0
387,3,4,123,55,3,3,240,0
376,4,2,122,46,3,3,231,0
355,4,2,122,49,3,3,230,0
350,4,3,3,53,3,2,115,0
420,4,2,122,51,2,3,237,0
338,4,3,122,53,2,3,228,0
370,3,2,122,51,2,3,233,0
365,3,2,122,57,2,3,240,0
353,5,3,121,48,3,3,233,0
534,4,3,5,49,140,3,254,2
375,4,3,4,52,2,3,116,0
592,4,2,122,87,36,37,342,1
366,3,3,4,50,2,3,113,0
402,4,3,122,53,4,4,244,0
380,4,3,4,64,3,4,126,0
506,4,3,122,48,141,4,369,2
414,5,4,122,45,2,4,231,0
409,4,2,4,53,3,3,133,0
356,2,2,122,55,3,2,231,0
378,6,3,122,48,3,3,232,0
363,5,3,4,43,3,4,113,0
514,5,2,4,93,36,36,236,1
491,5,2,122,92,37,36,345,1
380,11,2,4,44,3,3,119,0
410,3,2,4,50,3,3,114,0
341,4,2,121,55,3,2,229,0
419,5,2,122,55,4,4,254,0
379,4,2,122,48,3,3,230,0
362,3,3,122,51,3,3,234,0
361,4,2,122,47,3,3,230,0
407,5,4,123,59,4,4,268,0
373,4,3,4,59,2,4,126,0
483,4,1,4,40,141,2,241,2
430,6,3,122,67,4,4,271,0
479,2,3,4,52,140,3,252,2
498,3,3,4,51,140,3,251,2
365,4,3,4,54,3,3,121,0
397,4,2,3,50,4,3,122,0
349,4,3,4,51,2,2,111,0
350,4,5,4,45,2,3,110,0
347,3,1,4,51,2,2,105,0
519,4,3,122,53,141,3,381,2
366,3,3,4,52,3,4,119,0
357,3,4,122,52,3,3,235,0
512,4,3,122,95,36,36,342,1
492,4,2,4,88,36,36,222,1
362,4,3,122,53,2,3,236,0
359,4,3,121,53,3,4,240,0
376,4,2,122,48,2,4,228,0
354,4,2,122,46,3,3,227,0
487,5,3,122,90,36,37,337,1
369,4,2,3,43,3,2,104,0
371,3,2,122,55,2,3,236,0
406,4,2,122,55,4,2,248,0
468,4,3,4,96,36,37,231,1
376,3,3,4,58,3,2,119,0
383,11,3,122,50,3,3,247,0
479,3,3,122,47,141,3,371,2
472,3,3,5,90,36,36,223,1
