Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
415,7,3,44,56,6,4,189,0
380,4,4,4,53,3,2,129,0
423,6,3,45,52,4,4,173,0
369,4,3,5,49,2,3,115,0
372,4,3,4,53,3,2,123,0
373,4,3,43,51,3,3,159,0
416,8,3,45,51,3,4,177,0
367,5,3,44,51,3,3,163,0
359,4,3,4,53,3,3,120,0
510,6,3,5,69,103,4,258,1
448,6,5,6,63,4,4,155,0
358,7,2,45,44,3,3,159,0
535,143,3,44,51,3,4,304,2
491,4,3,4,53,103,4,226,1
370,4,3,4,55,3,4,123,0
499,6,3,4,56,102,4,228,1
358,4,3,3,49,3,2,113,0
424,4,3,4,54,3,2,130,0
508,142,4,4,50,3,4,259,2
510,142,3,4,49,3,3,255,2
455,4,3,4,51,102,3,219,1
366,4,3,44,54,3,3,161,0
383,4,3,5,60,2,3,126,0
360,4,3,44,50,3,3,157,0
375,5,3,4,59,3,3,130,0
364,5,4,4,53,3,2,123,0
345,5,3,44,53,2,3,164,0
383,5,2,5,61,3,3,129,0
378,5,2,4,57,3,3,127,0
386,4,3,3,56,3,2,128,0
357,4,3,44,55,2,3,161,0
385,6,3,44,46,3,4,159,0
385,6,3,44,52,3,3,166,0
519,143,3,44,51,2,3,299,2
388,4,2,3,52,2,2,119,0
374,5,3,4,48,2,3,114,0
362,5,2,4,49,3,3,119,0
470,4,3,3,49,101,4,222,1
404,5,3,43,48,2,4,159,0
476,5,3,44,58,102,3,271,1
375,5,2,44,54,3,3,162,0
401,5,3,4,51,3,4,138,0
373,5,2,44,59,2,3,164,0
374,6,2,43,43,3,3,147,0
548,143,3,43,54,4,4,316,2
372,5,3,4,52,11,3,126,0
466,5,4,45,55,102,2,261,1
376,5,3,3,52,3,3,126,0
403,7,3,44,59,3,4,176,0
534,143,3,4,55,4,3,263,2
380,4,3,4,56,3,3,129,0
373,6,3,44,53,3,5,161,0
366,4,3,44,52,2,2,159,0
396,5,4,45,56,2,4,169,0
391,6,3,43,57,3,3,167,0
355,3,3,43,47,3,3,149,0
383,5,2,5,50,3,4,121,0
369,4,2,44,58,2,3,163,0
441,5,3,4,49,4,4,125,0
354,5,3,44,54,2,3,158,0
376,4,2,44,56,3,3,166,0
525,144,3,3,52,2,3,259,2
369,4,2,44,48,3,2,158,0
379,4,3,45,50,3,3,154,0
358,4,4,5,52,3,3,125,0
376,4,3,4,53,3,3,120,0
512,142,3,44,53,3,2,298,2
535,143,3,45,58,2,3,303,2
468,5,3,44,51,103,3,265,1
557,143,3,44,58,4,3,311,2
398,5,3,44,53,3,3,168,0
372,5,2,3,52,3,3,120,0
506,5,3,44,55,103,2,266,1
349,4,2,4,52,2,2,116,0
425,5,3,4,51,3,3,121,0
365,4,3,4,55,3,2,125,0
350,4,3,44,54,3,3,159,0
436,5,2,44,65,4,4,191,0
376,3,3,43,51,3,3,157,0
362,5,3,44,50,2,2,158,0
382,3,2,4,49,2,2,115,0
446,5,2,44,54,3,4,211,0
358,5,3,4,51,3,3,118,0
367,4,3,4,49,3,3,115,0
509,142,4,5,54,3,4,264,2
467,5,3,4,48,102,3,215,1
362,4,2,44,45,2,2,156,0
377,4,2,43,50,2,3,165,0
433,5,3,44,51,3,4,169,0
356,4,3,44,54,3,3,159,0
360,4,3,4,53,2,7,122,0
456,6,3,44,63,3,4,199,0
513,5,4,45,57,103,3,266,1
378,5,4,44,46,2,3,152,0
433,6,3,5,60,3,4,145,0
342,4,2,4,48,2,4,115,0
374,4,4,45,56,3,2,165,0
367,4,3,44,56,3,4,168,0
370,4,3,5,52,3,3,122,0
381,5,3,5,56,2,3,130,0
488,6,3,4,53,102,4,224,1
515,142,3,4,53,3,3,263,2
386,5,3,5,51,3,3,120,0
362,4,3,4,52,3,4,116,0
413,6,3,4,56,3,3,136,0
481,5,3,4,53,102,4,230,1
518,143,3,44,50,2,2,299,2
486,142,2,43,47,3,3,295,2
354,4,3,4,56,3,4,124,0
376,3,2,43,58,1,3,162,0
480,5,2,3,56,102,3,225,1
388,5,3,45,59,3,3,163,0
424,6,3,4,65,4,4,157,0
487,5,3,44,47,102,3,254,1
339,4,3,43,47,2,3,154,0
384,4,3,4,52,3,2,123,0
355,4,3,4,53,2,3,116,0
393,6,2,3,54,2,2,126,0
538,142,3,43,58,2,3,304,2
355,5,2,3,55,3,3,124,0
373,4,3,44,62,3,3,168,0
447,6,24,27,62,2,3,193,0
362,4,3,45,50,2,3,158,0
380,4,3,44,54,2,3,164,0
480,5,3,44,57,103,3,262,1
373,5,3,5,59,3,4,130,0
376,5,2,44,49,3,3,157,0
396,4,3,4,54,3,4,122,0
388,6,4,44,53,3,3,169,0
350,5,3,44,45,3,3,156,0
347,5,2,3,49,1,3,115,0
520,142,2,44,61,3,3,304,2
385,4,4,5,51,2,2,115,0
398,5,3,4,53,3,2,122,0
364,4,4,45,55,3,3,166,0
379,2,4,44,54,21,2,170,0
383,4,3,4,52,2,3,122,0
393,5,2,3,47,3,4,110,0
371,4,2,5,55,3,3,121,0
393,6,3,4,56,3,3,127,0
374,4,3,4,59,2,3,131,0
369,4,4,5,51,2,2,122,0
499,5,2,5,55,105,4,225,1
378,4,2,4,60,4,3,131,0
375,5,4,45,54,3,3,164,0
482,5,4,44,57,103,3,267,1
515,142,3,44,57,3,3,298,2
368,4,3,4,54,3,3,123,0
379,4,3,45,56,2,3,171,0
343,5,3,44,51,3,3,162,0
509,142,3,4,48,3,3,255,2
529,4,3,3,57,103,3,228,1
382,5,3,44,47,3,3,157,0
503,142,3,44,52,3,4,294,2
355,4,2,44,52,2,3,159,0
355,4,3,45,53,3,3,159,0
359,4,3,44,48,2,3,153,0
379,6,3,44,52,3,3,165,0
366,8,3,44,49,3,3,162,0
378,4,3,4,56,3,4,128,0
374,4,3,3,52,2,3,118,0
550,143,3,4,58,3,4,275,2
344,4,3,44,48,3,2,156,0
381,5,3,44,52,2,3,158,0
346,4,3,44,59,2,3,171,0
377,3,3,44,55,3,3,162,0
395,2,4,5,54,3,2,122,0
496,7,3,4,49,102,2,223,1
348,4,3,44,49,3,3,158,0
373,4,4,44,54,4,3,164,0
383,5,3,4,57,3,3,124,0
540,143,3,4,61,3,2,270,2
366,4,3,3,56,2,3,121,0
389,5,3,44,48,3,3,171,0
477,4,2,44,49,103,3,250,1
369,5,3,4,50,3,3,123,0
352,5,3,4,52,3,2,117,0
472,4,4,44,60,102,2,268,1
418,7,3,4,61,4,5,139,0
387,4,3,44,59,3,4,171,0
367,5,2,3,49,3,3,117,0
504,142,4,5,51,3,3,261,2
363,4,3,4,51,3,3,119,0
394,6,3,3,49,3,4,122,0
357,5,3,4,50,3,3,124,0
359,5,3,6,58,3,3,123,0
368,4,3,44,58,4,3,171,0
559,146,4,45,61,3,4,328,2
348,4,3,44,53,3,3,161,0
523,5,3,4,62,106,4,252,1
404,5,3,44,58,11,3,183,0
373,5,3,4,51,2,3,117,0
379,4,4,44,57,2,3,166,0
357,4,3,44,53,3,3,161,0
368,5,3,4,47,2,3,116,0
354,4,3,43,47,3,3,156,0
344,4,2,43,47,3,2,155,0
492,6,3,4,50,102,4,223,1
371,5,3,4,55,3,3,126,0
425,4,3,45,46,3,3,159,0
490,5,3,3,50,103,3,219,1
397,3,2,44,53,2,3,167,0
390,4,2,43,51,3,3,156,0
366,4,3,44,52,2,3,164,0
406,5,3,4,52,4,4,131,0
518,142,2,4,59,3,2,269,2
381,5,2,44,50,3,3,156,0
367,4,3,4,50,3,3,116,0
354,4,3,4,51,4,4,123,0
367,4,2,5,55,3,3,117,0
378,4,3,4,52,2,3,119,0
402,5,4,5,58,2,3,129,0
494,141,2,43,47,3,2,288,2
528,6,5,44,58,103,5,281,1
392,4,3,43,64,2,3,174,0
408,3,3,3,50,3,3,127,0
365,4,2,3,48,2,4,112,0
354,4,3,44,59,3,3,166,0
358,3,2,4,60,2,3,123,0
501,4,3,45,47,102,3,259,1
353,4,3,4,48,3,4,119,0
403,4,4,45,57,3,3,170,0
351,4,3,44,49,2,2,153,0
379,4,3,4,50,3,4,123,0
521,142,3,4,56,3,3,261,2
388,5,3,5,49,3,4,122,0
356,5,3,44,51,3,3,161,0
377,4,2,3,52,2,4,119,0
474,5,3,44,56,103,3,267,1
382,4,2,44,47,3,2,155,0
387,6,3,43,54,3,2,161,0
373,3,3,4,51,2,3,113,0
456,4,3,4,53,102,2,220,1
374,4,3,44,56,3,2,168,0
357,4,2,44,50,3,4,154,0
374,4,3,4,53,3,2,116,0
399,4,3,44,75,3,3,188,0
365,4,3,4,51,3,3,116,0
544,144,3,44,61,3,5,317,2
463,4,3,42,52,101,3,258,1
377,4,3,43,53,3,2,162,0
347,4,3,4,49,3,3,119,0
492,141,3,44,46,3,2,293,2
380,4,3,4,59,1,3,126,0
381,5,3,43,50,4,3,161,0
475,4,3,4,51,103,4,220,1
350,4,3,45,46,4,3,157,0
468,3,2,44,52,102,4,253,1
406,6,4,45,63,4,5,198,0
372,4,3,4,62,3,5,130,0
388,3,3,44,54,4,3,156,0
428,6,3,5,65,3,2,147,0
460,4,3,44,55,102,3,263,1
509,142,3,44,52,3,3,295,2
378,5,3,3,50,2,3,120,0
373,6,3,43,45,3,3,154,0
384,4,3,44,59,2,4,165,0
371,4,2,43,50,3,3,159,0
493,142,4,3,49,3,3,256,2
491,142,3,4,57,2,7,264,2
462,4,3,43,56,102,3,262,1
429,5,3,4,51,3,3,127,0
347,3,2,3,41,3,3,99,0
364,4,3,43,52,3,4,165,0
394,4,2,44,53,3,3,161,0
461,4,2,4,49,103,3,219,1
387,4,4,4,54,2,3,120,0
516,143,3,4,53,3,3,259,2
378,4,3,4,56,3,3,128,0
347,4,2,44,49,3,3,152,0
404,6,2,4,55,3,3,128,0
515,7,3,4,64,102,5,258,1
508,142,2,44,57,3,4,305,2
372,4,3,4,42,4,4,111,0
371,5,3,44,50,2,3,159,0
417,4,4,4,56,3,2,127,0
409,6,3,44,58,3,3,174,0
371,3,3,4,54,2,3,123,0
416,6,2,44,56,2,4,181,0
370,3,3,4,48,3,3,113,0
412,5,2,44,56,5,3,175,0
389,5,4,44,56,3,4,161,0
490,5,3,44,47,103,3,263,1
481,4,3,3,47,4,3,133,0
427,5,3,43,53,4,4,171,0
352,4,2,44,51,3,3,156,0
354,5,4,5,57,3,2,131,0
366,4,3,4,49,3,2,111,0
365,7,2,44,42,3,3,146,0
416,4,2,3,48,3,4,129,0
374,6,3,44,50,4,3,160,0
401,6,3,44,56,4,3,169,0
496,4,3,44,55,102,3,266,1
492,5,3,44,55,103,3,267,1
521,143,3,4,52,3,3,261,2
490,142,3,43,52,4,3,299,2
326,4,3,3,38,3,3,91,0
372,4,3,4,57,3,2,124,0
416,6,2,44,54,4,3,177,0
351,4,2,4,49,2,3,114,0
344,3,3,3,51,2,4,117,0
363,6,4,44,50,3,3,163,0
513,143,3,44,56,2,3,304,2
408,5,3,4,58,3,4,145,0
375,4,3,4,55,3,3,122,0
360,3,3,44,57,3,2,160,0
485,5,3,44,49,103,3,259,1
396,4,3,44,49,3,4,159,0
494,5,3,44,62,102,3,274,1
383,4,2,44,48,4,4,157,0
382,5,2,44,50,3,4,160,0
424,5,2,4,54,4,4,138,0
366,5,2,4,52,2,3,120,0
374,4,3,5,49,3,3,122,0
407,5,4,44,53,3,3,170,0
362,5,2,4,48,8,4,123,0
338,4,2,4,47,2,3,115,0
361,4,3,4,58,3,3,123,0
428,5,3,4,61,3,4,133,0
389,5,4,44,55,3,3,165,0
347,4,3,44,52,2,3,162,0
372,5,3,43,59,2,3,167,0
413,5,3,44,56,3,5,183,0
384,4,3,44,54,4,4,163,0
420,3,3,43,52,2,3,158,0
377,5,2,3,42,3,4,112,0
405,8,3,3,55,3,3,127,0
374,4,3,5,54,3,3,125,0
345,5,3,4,49,4,3,120,0
387,4,5,5,50,2,3,119,0
366,4,3,4,48,3,4,121,0
384,5,3,5,49,3,2,121,0
369,5,2,44,49,3,3,160,0
368,4,3,4,55,3,4,124,0
533,143,3,4,47,4,4,268,2
366,4,2,3,58,3,3,124,0
515,142,3,44,49,2,3,301,2
372,3,3,4,47,2,3,111,0
428,6,3,4,63,4,4,145,0
353,4,3,6,56,3,3,128,0
379,4,5,6,53,3,2,127,0
373,4,2,43,48,3,4,157,0
363,4,2,43,48,3,4,158,0
411,6,2,4,53,4,4,139,0
356,3,4,3,53,2,2,116,0
359,4,3,44,54,3,4,162,0
402,6,2,44,51,4,4,174,0
352,4,2,4,50,3,3,120,0
378,5,3,45,58,3,3,163,0
341,4,3,4,47,2,3,110,0
348,5,4,5,45,3,3,112,0
421,6,4,45,66,3,4,192,0
498,5,3,3,45,103,4,215,1
348,4,3,44,51,4,3,156,0
361,4,3,45,50,2,1,166,0
506,142,3,4,50,1,4,249,2
368,4,3,4,50,3,3,118,0
388,5,3,44,60,4,3,177,0
374,4,2,2,49,3,3,114,0
401,4,2,43,50,3,3,167,0
527,142,2,4,45,3,2,252,2
369,4,3,4,49,1,2,119,0
500,143,2,44,50,3,3,289,2
369,4,3,44,54,4,3,161,0
354,4,3,44,44,3,3,149,0
377,5,3,5,52,3,3,122,0
489,141,2,3,47,3,3,245,2
346,5,2,43,49,3,3,156,0
423,6,2,3,54,3,4,138,0
374,4,3,44,53,3,4,167,0
393,2,4,44,60,2,2,169,0
371,4,3,43,44,3,3,158,0
396,5,2,44,52,2,4,157,0
533,143,3,5,53,3,4,263,2
377,5,3,4,55,3,3,126,0
409,6,2,45,61,4,5,186,0
515,142,4,5,59,3,3,269,2
423,5,3,43,53,3,3,175,0
393,5,3,4,57,3,3,125,0
381,5,3,44,53,3,3,159,0
363,4,3,44,55,4,3,164,0
389,5,3,44,57,3,3,170,0
388,4,3,45,58,3,3,169,0
382,4,3,4,52,2,4,114,0
422,7,4,4,64,3,4,149,0
390,5,3,44,56,3,3,165,0
363,4,3,4,52,2,3,123,0
523,142,3,44,47,4,4,294,2
404,4,2,4,51,3,3,117,0
374,5,3,4,52,3,3,125,0
360,4,3,44,50,3,3,161,0
367,5,3,5,49,3,2,124,0
407,4,3,4,50,3,4,121,0
374,4,2,44,51,3,4,159,0
370,4,2,4,51,2,2,115,0
362,4,3,44,51,3,3,161,0
496,143,3,3,56,4,3,265,2
488,4,3,44,58,102,3,267,1
358,4,2,44,47,3,3,153,0
357,4,3,3,47,2,3,111,0
546,143,3,4,58,3,4,273,2
399,5,4,44,48,3,4,174,0
365,5,3,4,50,3,3,125,0
466,3,3,43,48,102,2,258,1
425,5,3,4,53,2,3,138,0
384,4,3,4,53,3,3,117,0
512,142,3,5,46,3,4,257,2
389,4,4,43,55,2,3,163,0
370,5,3,44,58,2,4,169,0
377,4,3,4,50,2,3,119,0
371,3,3,44,57,3,2,161,0
381,5,4,44,55,2,2,170,0
374,4,2,44,55,3,3,162,0
465,4,4,5,53,102,4,221,1
374,4,3,3,51,3,3,117,0
360,4,2,44,44,3,3,151,0
364,5,3,4,52,2,4,124,0
554,6,4,44,62,103,3,287,1
377,5,2,45,59,2,3,168,0
360,4,2,44,48,3,2,152,0
358,4,2,44,51,2,2,156,0
470,4,2,44,51,103,3,260,1
440,6,3,4,56,3,4,140,0
368,5,4,5,55,3,3,126,0
351,4,2,44,50,2,3,154,0
