Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
432,6,4,4,77,4,5,168,0
399,3,3,122,60,3,5,246,0
495,3,3,4,168,2,4,231,1
521,6,4,122,163,4,5,359,1
395,5,3,123,68,3,4,258,0
383,4,3,4,60,3,4,130,0
395,4,5,4,70,5,4,146,0
391,4,4,124,73,5,5,266,0
361,4,4,4,65,3,4,136,0
403,4,3,4,68,5,3,136,0
382,4,3,123,62,3,4,247,0
393,4,4,122,76,4,4,263,0
493,4,5,4,160,4,4,229,1
402,4,3,5,60,2,3,126,0
393,4,3,5,62,5,3,132,0
402,3,3,122,61,5,2,248,0
384,2,4,123,71,4,4,260,0
562,4,3,122,235,2,5,435,2
397,5,3,4,63,3,4,154,0
356,4,3,4,56,3,5,117,0
385,4,3,122,59,4,3,246,0
386,3,3,4,65,4,4,134,0
381,4,6,6,54,3,3,129,0
374,3,3,122,65,3,4,250,0
520,4,4,123,162,3,3,359,1
567,4,4,5,238,4,4,311,2
392,5,4,5,69,4,3,140,0
438,3,2,4,62,3,3,123,0
396,5,3,3,59,3,4,131,0
406,4,4,6,71,4,9,148,0
389,5,4,5,60,5,5,134,0
393,3,4,123,62,4,4,256,0
538,5,3,6,175,3,4,267,1
377,4,4,5,66,4,4,134,0
368,3,3,3,54,3,4,121,0
392,3,4,4,62,4,4,131,0
389,3,3,5,63,4,3,133,0
384,4,4,6,71,5,4,143,0
378,4,4,5,70,3,4,134,0
394,5,3,5,62,3,3,138,0
447,5,3,124,78,5,5,289,0
369,4,3,123,66,4,3,253,0
396,4,3,123,63,3,5,250,0
446,3,3,121,56,2,5,234,0
381,4,4,5,63,3,4,128,0
388,4,3,123,69,4,4,257,0
417,5,3,123,67,3,4,255,0
384,2,4,123,61,4,5,244,0
405,5,3,4,62,4,3,139,0
552,3,4,122,239,3,4,425,2
404,4,4,4,65,4,4,133,0
386,3,4,5,68,4,4,142,0
403,5,3,5,68,3,3,137,0
484,4,3,123,165,3,3,353,1
482,4,3,122,166,3,4,347,1
363,4,3,5,59,4,3,121,0
546,4,3,4,236,3,4,302,2
403,5,4,5,60,8,7,146,0
482,3,4,123,164,4,4,347,1
386,3,4,122,70,4,3,255,0
448,4,3,5,159,4,4,230,1
380,4,4,5,58,4,4,123,0
506,5,3,5,161,4,4,232,1
389,4,4,5,66,4,4,141,0
390,6,3,5,57,4,4,128,0
560,4,3,122,239,3,5,430,2
612,6,4,122,242,6,6,451,2
366,4,3,5,60,3,4,121,0
503,5,2,123,160,3,4,353,1
395,3,3,121,68,3,6,256,0
366,4,3,123,59,4,4,244,0
402,4,3,122,62,4,4,253,0
566,5,3,5,240,2,4,317,2
571,3,3,123,242,3,3,425,2
383,3,3,4,72,3,4,135,0
354,4,4,123,60,4,3,249,0
473,4,4,122,74,5,5,278,0
395,4,4,123,68,5,3,259,0
398,4,3,123,65,5,4,252,0
402,4,4,123,62,3,4,250,0
493,5,3,122,157,4,4,350,1
409,7,4,4,57,5,4,138,0
407,5,4,122,58,4,4,241,0
410,5,4,5,63,4,4,136,0
388,4,2,123,61,3,5,243,0
392,4,3,5,68,3,4,138,0
376,3,4,123,55,4,2,238,0
379,4,4,122,63,4,4,257,0
377,3,3,5,62,4,4,133,0
375,4,4,5,64,4,4,134,0
384,7,4,122,68,3,4,253,0
403,5,4,123,65,3,5,251,0
421,3,3,122,56,4,3,239,0
571,4,4,123,237,4,3,422,2
402,4,4,122,69,4,3,256,0
398,4,4,5,63,5,7,140,0
368,3,3,122,62,3,4,242,0
413,2,4,123,58,4,3,242,0
392,4,3,5,64,3,3,131,0
493,3,3,123,160,3,3,346,1
436,5,3,122,68,5,4,277,0
586,3,4,122,240,4,3,429,2
392,5,4,123,61,3,3,253,0
412,4,4,4,66,4,5,144,0
424,5,4,122,68,4,4,264,0
478,5,3,123,165,5,4,352,1
457,6,5,6,69,5,5,179,0
389,3,3,4,59,2,3,121,0
578,9,4,5,236,3,4,317,2
370,3,3,121,55,4,4,243,0
378,5,2,5,65,4,9,142,0
378,3,4,122,71,3,4,252,0
390,3,3,123,63,4,4,251,0
378,4,4,122,68,3,5,256,0
353,2,3,122,58,3,5,231,0
382,5,4,6,62,4,5,135,0
542,4,5,122,169,4,6,375,1
366,3,4,122,60,4,5,248,0
