Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
543,5,3,83,208,4,3,363,2
387,5,2,3,51,3,4,125,0
478,3,3,83,107,4,54,310,1
373,3,2,83,49,4,4,194,0
390,5,2,82,50,3,4,207,0
362,4,2,83,45,4,3,192,0
371,3,3,4,52,3,4,116,0
550,4,2,83,207,4,3,357,2
517,3,4,84,203,4,3,352,2
569,3,3,83,206,2,4,349,2
363,4,3,82,48,2,3,192,0
394,4,4,4,54,3,3,123,0
367,4,2,83,49,3,5,192,0
423,6,3,83,59,3,4,221,0
446,5,3,83,58,4,5,223,0
491,3,3,84,111,3,54,311,1
394,5,2,83,57,3,3,211,0
512,4,2,4,201,3,4,266,2
519,5,4,83,117,3,53,326,1
382,3,3,4,43,4,4,110,0
390,5,3,83,54,4,4,208,0
423,5,2,83,59,3,4,239,0
536,7,4,5,124,5,56,277,1
570,6,3,83,221,3,4,397,2
356,4,3,83,51,3,3,201,0
404,3,2,82,51,4,2,199,0
521,3,3,4,213,3,4,284,2
425,5,3,82,51,4,6,218,0
370,3,2,4,47,4,5,108,0
378,3,3,4,52,3,5,120,0
416,5,4,83,60,4,4,227,0
376,3,2,83,43,5,4,191,0
369,3,3,5,53,3,3,132,0
369,4,3,3,45,4,4,122,0
520,3,2,83,204,3,4,349,2
368,4,4,4,55,3,3,125,0
353,4,2,83,44,4,3,185,0
348,3,3,84,53,4,3,204,0
375,3,3,5,53,3,4,130,0
364,4,3,3,47,4,5,114,0
539,4,3,3,200,3,4,274,2
367,3,3,3,49,4,2,117,0
368,4,2,82,51,3,3,199,0
407,5,3,4,54,5,4,137,0
380,2,2,82,46,2,3,191,0
514,4,3,82,204,3,5,358,2
381,4,3,82,53,4,5,204,0
407,3,3,83,49,3,3,196,0
352,3,2,4,50,4,4,118,0
385,4,3,83,52,3,5,204,0
371,4,4,4,55,3,4,129,0
368,4,4,4,53,4,4,126,0
411,3,3,4,55,4,6,141,0
359,4,2,4,49,3,4,119,0
392,4,3,4,51,4,4,136,0
396,2,2,4,59,4,3,124,0
518,3,3,4,213,4,4,279,2
539,4,3,84,116,4,55,336,1
370,3,3,83,47,4,3,197,0
526,5,3,4,116,4,54,250,1
392,4,3,4,47,4,3,119,0
375,4,2,4,52,4,3,124,0
367,3,2,4,49,3,4,125,0
538,3,3,84,213,3,3,365,2
379,3,3,4,57,3,4,129,0
387,3,3,4,51,4,3,123,0
362,4,3,82,46,4,5,201,0
365,3,3,83,49,4,4,202,0
385,3,3,3,53,3,2,122,0
442,6,3,4,55,5,3,149,0
551,4,3,6,208,3,4,286,2
495,5,2,83,117,3,53,319,1
336,3,2,4,47,4,4,116,0
375,4,3,4,53,3,4,122,0
