Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
365,4,3,4,52,3,2,117,0
514,4,3,162,50,71,75,417,2
373,4,1,161,48,3,2,274,0
370,3,2,4,56,3,4,128,0
380,4,2,163,54,2,4,285,0
585,6,5,4,57,72,73,275,2
381,5,2,4,58,4,2,127,0
379,5,3,162,55,3,4,287,0
396,3,3,163,55,3,3,284,0
505,5,53,163,60,53,4,396,1
377,5,2,4,56,3,3,124,0
386,4,3,162,52,3,3,276,0
399,4,2,161,54,3,10,287,0
447,5,3,163,57,3,5,294,0
512,3,3,162,55,71,72,433,2
436,7,4,5,61,4,4,169,0
373,4,2,162,48,3,3,275,0
343,2,2,4,39,2,3,103,0
585,4,2,161,53,72,73,419,2
467,3,3,162,66,2,3,298,0
398,4,4,163,54,2,3,291,0
398,4,3,4,63,3,3,135,0
391,3,3,162,45,3,3,267,0
502,5,3,162,50,72,73,417,2
366,2,3,4,51,2,4,117,0
376,8,3,5,52,2,4,128,0
366,4,3,163,55,3,3,280,0
374,4,3,162,49,3,5,280,0
394,7,2,163,62,4,3,297,0
352,4,2,3,45,4,3,115,0
366,4,2,162,52,2,4,280,0
355,4,4,4,48,3,3,116,0
356,4,3,162,50,2,3,278,0
498,3,4,4,47,72,72,254,2
463,5,54,5,55,53,4,232,1
376,3,2,162,50,3,2,277,0
477,4,3,161,42,3,3,265,0
505,5,53,5,61,54,4,239,1
404,5,3,5,54,3,3,133,0
367,3,4,162,54,3,3,287,0
384,4,3,162,56,3,3,289,0
528,4,3,162,60,72,72,429,2
534,3,2,3,50,72,73,270,2
374,4,3,162,49,3,3,274,0
390,5,3,3,54,3,2,121,0
358,4,3,162,46,3,3,271,0
367,3,3,4,53,3,3,117,0
419,5,4,162,59,4,4,306,0
484,4,53,162,56,52,7,386,1
500,4,3,162,50,72,72,414,2
509,3,3,162,50,72,73,420,2
383,6,3,162,55,3,3,286,0
394,4,3,4,59,3,5,132,0
450,5,3,5,66,4,5,165,0
381,3,3,162,56,2,3,283,0
395,4,3,162,56,3,4,289,0
387,4,4,4,52,3,3,125,0
345,3,3,5,50,2,2,118,0
491,4,53,162,56,52,5,384,1
514,4,3,4,61,72,72,272,2
359,4,1,4,48,3,3,115,0
381,3,2,4,60,2,2,125,0
393,4,3,4,55,3,3,122,0
381,4,3,4,54,3,3,126,0
402,4,2,162,57,3,4,296,0
356,4,3,162,52,2,2,279,0
380,4,2,162,49,3,4,272,0
533,4,3,4,59,73,72,270,2
547,4,54,162,59,53,3,394,1
390,5,3,5,60,3,4,141,0
465,4,53,5,48,53,4,222,1
434,6,3,4,63,3,4,152,0
368,5,4,162,54,3,4,282,0
484,5,52,3,51,53,4,222,1
442,3,2,4,49,3,3,118,0
518,5,3,163,59,72,72,425,2
477,4,2,162,44,3,3,268,0
374,4,3,4,47,3,4,114,0
396,7,3,163,54,2,7,293,0
382,4,4,162,58,3,3,291,0
374,3,3,4,55,4,3,129,0
516,6,3,4,47,71,74,259,2
456,4,53,4,52,53,3,224,1
482,4,53,3,52,54,3,219,1
380,4,3,162,47,3,3,275,0
374,4,3,163,53,3,3,281,0
387,4,4,163,50,3,3,279,0
538,3,2,162,55,73,73,428,2
384,3,2,163,55,3,3,284,0
360,4,3,4,51,2,3,120,0
354,3,2,161,51,3,2,272,0
415,5,3,162,60,5,3,308,0
397,5,3,162,54,4,4,286,0
372,4,3,162,50,3,3,282,0
381,4,2,3,51,3,3,117,0
406,4,3,3,49,4,3,124,0
409,5,3,162,54,3,4,296,0
402,4,3,4,57,4,4,137,0
383,4,3,162,58,3,3,295,0
371,7,4,5,50,3,4,127,0
478,3,53,4,53,53,3,219,1
375,3,3,5,55,4,4,129,0
376,4,3,162,57,4,3,283,0
514,6,53,162,62,54,5,405,1
391,3,3,162,62,2,2,290,0
362,3,3,4,53,2,4,119,0
357,3,3,4,52,3,2,119,0
399,6,4,5,67,4,4,160,0
362,3,3,4,60,3,3,137,0
418,5,2,161,64,4,3,299,0
352,4,4,4,50,3,3,120,0
369,4,3,4,53,3,3,120,0
370,2,3,162,50,2,3,278,0
401,3,3,163,56,3,3,282,0
380,3,3,162,52,2,3,284,0
