Latency,CategoriesControllerGetcategory,ItemsControllerFindfeaturesitemrandom,ItemsControllerFinditemrandom,ItemsControllerFinditemsrandombyidproduct,ProductsControllerFindproduct,ProductsControllerFindproductrandom,GatewayGet,anomaly
368,3,2,121,46,4,4,229,0
579,6,142,5,63,5,5,298,2
354,4,2,4,53,4,3,123,0
385,6,3,4,54,4,4,124,0
396,3,3,5,54,4,7,141,0
361,2,3,122,45,3,3,226,0
417,6,4,122,64,4,5,274,0
387,4,2,122,58,4,4,244,0
371,4,2,3,45,4,3,112,0
413,6,3,123,53,4,5,259,0
393,5,3,123,52,5,4,251,0
389,3,3,4,54,2,3,126,0
362,3,3,3,56,4,4,124,0
381,5,2,121,48,4,4,235,0
378,5,4,122,55,4,3,249,0
350,4,2,120,41,4,3,218,0
383,3,3,121,48,3,5,239,0
374,3,3,121,55,4,4,248,0
368,3,2,4,55,3,5,124,0
501,3,141,122,43,4,4,363,2
417,8,2,123,58,5,6,268,0
523,4,141,4,47,4,4,257,2
359,4,3,5,55,4,5,127,0
358,5,3,123,46,4,4,245,0
407,4,3,122,53,5,3,238,0
396,3,2,122,51,4,3,237,0
448,36,36,4,49,37,5,214,1
536,3,141,4,56,4,4,267,2
380,4,2,122,48,3,4,239,0
377,3,2,4,52,3,4,122,0
472,4,141,4,47,4,4,251,2
378,4,4,3,52,4,4,128,0
517,3,141,4,53,4,4,255,2
440,36,35,5,51,36,3,219,1
389,4,3,4,53,4,4,127,0
381,3,3,4,52,4,4,121,0
373,4,2,121,51,4,4,238,0
405,4,4,5,62,6,6,165,0
464,37,36,5,49,37,5,217,1
341,2,4,5,49,3,3,113,0
485,37,36,122,61,37,5,347,1
484,3,140,121,43,4,3,366,2
352,5,3,122,51,7,3,241,0
478,36,36,122,53,37,4,346,1
363,3,3,5,53,3,4,121,0
359,3,2,3,53,3,4,115,0
489,4,141,4,50,4,4,254,2
350,4,2,3,43,3,5,110,0
378,3,3,122,52,3,2,231,0
364,2,3,123,44,3,4,229,0
356,3,2,121,47,4,4,226,0
462,36,34,2,50,37,3,215,1
364,3,2,4,56,4,4,124,0
349,3,3,4,51,4,4,117,0
404,5,3,123,45,5,5,241,0
388,4,4,5,54,3,3,127,0
353,4,2,4,47,5,3,119,0
369,3,2,122,48,3,4,231,0
360,3,3,121,45,4,4,228,0
362,4,3,122,51,4,4,237,0
350,4,3,4,53,4,4,122,0
354,4,3,3,47,4,4,112,0
395,5,3,4,49,3,4,134,0
385,3,4,5,52,3,4,119,0
376,4,3,122,46,4,4,233,0
383,4,2,121,51,4,5,236,0
372,3,3,121,52,3,4,234,0
360,3,2,122,52,4,3,236,0
395,4,2,4,50,4,4,125,0
391,4,2,4,50,4,3,120,0
582,6,141,123,52,4,5,401,2
369,4,4,4,49,4,5,119,0
470,5,4,4,67,5,4,158,0
386,5,3,121,55,4,4,249,0
425,6,4,5,56,7,7,162,0
525,38,36,5,49,37,4,225,1
334,3,2,122,44,3,4,230,0
373,5,4,122,55,4,3,248,0
384,3,2,4,49,4,4,114,0
355,3,4,121,50,3,4,237,0
393,5,2,122,57,4,4,243,0
438,4,3,121,51,4,5,240,0
399,5,3,3,48,3,4,129,0
446,7,3,122,62,4,5,288,0
383,5,3,121,48,3,5,250,0
376,12,2,122,53,4,3,248,0
358,4,3,122,47,3,4,235,0
527,5,141,4,57,4,4,268,2
512,4,141,122,57,4,4,382,2
377,4,3,122,54,4,4,239,0
486,38,37,122,49,37,4,338,1
390,4,3,5,54,3,4,129,0
366,4,2,123,49,4,4,235,0
502,5,141,122,51,3,4,376,2
387,3,3,122,51,3,4,237,0
371,4,4,124,57,4,4,247,0
379,4,2,122,49,3,5,237,0
390,5,3,4,54,4,4,130,0
411,5,3,4,51,4,4,128,0
511,4,141,122,48,4,4,373,2
534,3,141,122,52,4,4,377,2
445,5,3,4,54,3,5,140,0
376,9,3,4,46,4,5,130,0
336,4,2,121,49,3,4,232,0
384,5,3,123,56,3,6,242,0
360,3,3,4,54,3,3,116,0
460,37,36,4,51,37,4,218,1
384,4,3,122,52,4,4,238,0
355,3,3,121,57,3,4,245,0
349,4,4,5,48,5,4,126,0
388,4,4,122,48,3,4,235,0
361,4,3,5,58,4,4,131,0
397,6,4,4,61,5,5,154,0
466,37,36,4,44,36,4,211,1
423,5,4,123,47,4,4,254,0
401,4,2,121,57,4,5,247,0
375,4,4,4,47,2,4,116,0
373,3,3,122,49,4,4,241,0
385,3,2,3,42,3,4,109,0
367,3,2,4,47,4,7,113,0
524,4,141,5,50,4,4,257,2
364,3,3,121,49,5,4,238,0
367,3,3,4,59,4,5,132,0
444,6,3,4,54,5,5,146,0
441,4,3,122,57,4,4,260,0
371,3,2,3,42,3,4,108,0
446,37,36,122,49,37,4,340,1
500,5,141,4,50,3,4,260,2
382,4,2,4,46,3,3,110,0
363,3,3,4,47,6,4,121,0
370,3,2,122,48,4,3,236,0
381,5,3,4,47,4,5,117,0
474,3,141,4,41,4,3,244,2
354,4,3,4,49,4,4,117,0
526,3,141,4,49,3,4,256,2
377,3,3,4,54,4,4,123,0
372,3,3,3,44,4,3,112,0
401,4,2,4,49,4,4,119,0
363,4,3,4,51,5,4,119,0
414,4,3,122,47,3,3,248,0
339,3,2,4,50,3,5,116,0
378,3,2,4,42,2,4,137,0
377,3,3,122,56,4,3,243,0
390,4,3,5,51,4,5,121,0
356,4,2,4,51,3,3,121,0
364,3,2,121,51,3,5,235,0
344,2,2,3,45,4,3,109,0
358,3,2,121,48,4,4,230,0
368,3,2,3,45,4,4,113,0
373,4,4,4,52,4,5,126,0
364,4,2,4,51,4,4,123,0
342,4,3,4,50,4,4,119,0
473,37,36,4,70,37,4,237,1
430,6,3,5,59,5,5,154,0
354,4,3,121,51,4,3,237,0
377,3,3,123,44,4,4,235,0
377,4,2,4,49,4,4,115,0
373,5,3,4,58,4,3,131,0
367,3,3,4,54,3,4,125,0
468,37,36,122,47,37,5,335,1
378,6,3,122,51,4,6,243,0
387,5,3,5,56,4,5,135,0
362,3,3,4,49,3,4,114,0
435,5,4,122,57,14,5,271,0
510,2,141,123,57,4,4,385,2
513,3,140,122,53,2,4,375,2
358,3,2,4,49,4,4,114,0
378,5,3,4,53,3,5,118,0
393,5,3,122,51,4,5,243,0
388,7,2,3,52,4,4,125,0
352,3,3,122,53,3,3,240,0
335,2,3,122,51,4,4,232,0
399,5,2,121,51,3,5,249,0
388,6,2,122,49,3,5,244,0
519,4,140,122,45,4,4,372,2
359,4,4,121,48,3,4,234,0
369,4,3,122,48,4,4,231,0
433,5,3,123,64,4,4,287,0
387,3,3,122,54,3,4,241,0
409,8,2,122,49,4,4,242,0
471,36,36,123,56,37,4,341,1
400,5,4,5,55,4,4,136,0
365,3,3,4,54,4,9,128,0
403,3,2,121,47,4,6,235,0
369,4,2,4,45,4,4,119,0
390,4,3,5,46,3,4,108,0
378,3,3,122,45,4,4,229,0
476,36,36,3,45,37,6,219,1
365,3,3,5,52,3,4,122,0
364,4,3,121,51,3,4,234,0
365,3,5,123,49,4,3,239,0
580,6,141,122,55,4,4,397,2
348,4,2,122,49,4,3,229,0
377,3,3,4,55,4,4,127,0
361,4,2,4,50,4,4,119,0
377,4,5,5,50,4,4,122,0
404,5,3,122,49,4,4,246,0
485,38,36,5,55,37,4,232,1
500,3,141,3,47,3,4,251,2
382,3,3,122,54,2,3,242,0
376,4,2,2,50,5,4,117,0
382,3,3,4,46,3,5,115,0
523,4,140,122,54,3,4,374,2
380,4,3,122,52,7,4,241,0
376,4,4,4,52,4,3,127,0
422,12,4,122,59,4,5,264,0
495,38,36,5,55,37,4,225,1
451,38,36,4,51,37,4,218,1
346,3,2,121,42,4,3,222,0
519,4,141,123,49,1,4,375,2
363,4,3,4,53,4,4,127,0
393,5,2,122,50,5,5,241,0
365,4,3,122,49,3,4,236,0
365,4,3,5,59,4,4,133,0
363,4,2,121,45,4,4,233,0
388,3,2,122,52,4,9,244,0
362,2,3,4,55,5,4,128,0
382,3,3,4,54,3,3,124,0
387,5,2,122,48,3,4,250,0
401,5,2,122,54,5,4,247,0
346,4,2,122,50,4,5,236,0
460,37,36,4,43,36,4,207,1
411,4,3,4,48,4,3,129,0
367,3,3,4,59,4,4,132,0
366,4,3,4,47,4,3,117,0
391,3,3,122,59,4,3,246,0
384,6,4,3,55,4,4,124,0
445,8,5,121,59,5,7,281,0
426,6,3,122,69,4,3,264,0
499,3,140,123,49,4,4,374,2
339,3,2,121,47,3,2,224,0
382,3,3,122,52,2,4,242,0
366,4,2,121,44,4,4,227,0
357,4,2,122,50,4,3,236,0
350,3,3,123,43,3,3,229,0
415,4,3,122,52,4,4,256,0
483,37,36,4,50,38,4,216,1
494,3,141,4,51,3,4,257,2
374,4,3,4,55,4,4,124,0
496,3,141,122,49,4,4,376,2
375,3,4,123,58,3,4,247,0
377,3,4,3,56,3,5,125,0
357,3,3,4,47,4,4,118,0
384,4,4,123,57,4,3,246,0
458,37,37,123,48,37,4,340,1
375,4,3,122,55,4,4,243,0
515,6,141,4,45,4,5,256,2
371,3,3,5,54,3,2,118,0
335,3,3,4,53,4,3,119,0
452,6,4,5,58,5,4,156,0
363,4,3,4,60,5,3,130,0
371,3,3,121,42,4,4,223,0
361,3,3,122,50,4,3,237,0
356,3,3,3,48,3,4,111,0
398,6,2,122,56,3,3,249,0
363,3,2,122,53,3,4,233,0
372,4,2,122,51,4,4,235,0
384,4,3,122,51,4,4,240,0
424,6,3,4,67,5,11,166,0
470,38,35,4,46,37,8,221,1
347,4,3,4,49,4,4,116,0
415,9,3,122,52,4,4,253,0
380,2,2,4,53,2,3,120,0
371,4,2,2,54,3,4,121,0
487,37,36,122,52,37,3,337,1
364,3,3,4,50,3,4,114,0
384,4,3,4,47,4,4,112,0
363,3,3,4,57,4,4,125,0
370,4,3,122,48,3,4,236,0
483,38,37,123,50,37,4,339,1
343,4,3,3,52,4,4,117,0
353,4,3,3,43,4,3,109,0
534,5,141,122,53,4,4,383,2
600,7,141,4,44,16,3,265,2
495,3,142,123,51,3,3,377,2
456,36,35,122,49,38,4,333,1
488,36,36,4,51,36,3,217,1
354,3,2,122,52,3,4,239,0
486,38,35,122,49,37,4,339,1
355,3,3,121,46,5,3,233,0
485,36,37,4,54,37,5,225,1
521,4,141,4,49,4,4,259,2
472,3,3,5,56,3,4,121,0
354,3,2,122,48,4,4,233,0
489,36,36,4,49,37,4,213,1
550,4,141,123,53,4,4,400,2
350,5,2,4,43,3,3,112,0
363,3,3,5,52,3,4,121,0
345,4,2,3,48,4,3,111,0
431,6,3,4,54,5,3,140,0
